iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8481123397747676,0.3022500276565552,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4372000048557918,0.3928750157356262,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.21873589605093,0.41837501525878906,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.0650130460659664,0.43174999952316284,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.9165600885947546,0.4463750123977661,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.8073914671937624,0.45095834136009216,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.7154311637083689,0.4580417275428772,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.6335420620938143,0.4617083668708801,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5912758931517601,0.4582083821296692,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.49922455102205276,0.46158331632614136,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.4439444939295451,0.4670833349227905,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.38756750027338666,0.4675833582878113,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.3534755427390337,0.46699997782707214,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.3010346479713917,0.4695417582988739,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.2679965514689684,0.4722083508968353,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.23321765257666507,0.4699999988079071,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.20956244878470898,0.47208330035209656,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.18649053682262698,0.4726666808128357,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.17287303018383682,0.4739167094230652,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.14473388677773377,0.47333335876464844,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.13314585216964284,0.4735001027584076,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.11655363626778126,0.4749166667461395,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.1046118550778677,0.4751666486263275,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.09188732256491979,0.47562509775161743,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.08096433341658364,0.4750833511352539,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.07483746099751443,0.47562500834465027,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.06573158696604271,0.4752916991710663,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.05968816593910257,0.4761667251586914,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.05587015289347619,0.4765416979789734,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.04890009904435525,0.47670838236808777,24,4,500,1000,45.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
