iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8351580053567886,0.2853749990463257,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3797664244969685,0.3873750567436218,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.058309021095435,0.439375102519989,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.882388802866141,0.4540833830833435,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7399528746803602,0.46412497758865356,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.602070938795805,0.4687083661556244,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5278499349951744,0.47104164958000183,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.462944645434618,0.47316667437553406,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.3999459898720185,0.47183340787887573,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.33009809100379545,0.47587502002716064,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.28887876961380243,0.4757499694824219,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.22869711431364217,0.47729164361953735,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.21164153221373758,0.4766250252723694,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.16382964979857206,0.4794583320617676,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.14587356041496,0.47841665148735046,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1153262397274375,0.4812917411327362,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.10240610642358661,0.47970837354660034,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.08195680814484756,0.48266667127609253,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.0723920880894487,0.48112499713897705,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.059876984800212085,0.4815833568572998,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.052345403974565365,0.48233330249786377,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.04493709374219179,0.4825833737850189,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.039945272534775235,0.48200008273124695,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.034742272400762886,0.48333340883255005,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.030298045196104795,0.4841249883174896,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.02730314014479518,0.48404163122177124,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.02390616594736154,0.4842500686645508,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.0209180159921137,0.48325008153915405,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.018931129578656208,0.48375004529953003,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.017627757275477052,0.4843333661556244,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
