iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7677064736684163,0.3204583525657654,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2538579273192834,0.41820836067199707,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0498507380640756,0.45320838689804077,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.88638580852421,0.47554171085357666,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7253139638050925,0.4980000853538513,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6471911871631164,0.5063333511352539,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5441616330645047,0.5107917189598083,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.4710494415339781,0.5146666765213013,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4166334221129849,0.5200417041778564,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3630343759480941,0.5194167494773865,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.305576205845379,0.5233333110809326,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.27924829635594506,0.5231251120567322,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.23248345375274462,0.5266667604446411,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.20060271065934407,0.5277500152587891,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.17656351368592973,0.5299583673477173,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.15993753636818533,0.5271667838096619,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.1329138490036712,0.53062504529953,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.1241210535808932,0.5280000567436218,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.1032127809424613,0.531416654586792,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.08730416363929787,0.5316667556762695,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.07461929007452757,0.5327083468437195,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.06555724474067877,0.5317083597183228,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.057583959940529894,0.5319584012031555,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.05037644817881907,0.5326250791549683,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.044464397544894986,0.5332916975021362,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.039855535668417964,0.5329999923706055,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.035631626388446115,0.5326249599456787,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03256010743401324,0.534041702747345,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.02824857477268476,0.5330416560173035,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.025556310146688094,0.5324167013168335,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
