iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7741045852502186,0.32708337903022766,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.327353282753999,0.40804168581962585,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0955632572683196,0.4462916851043701,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9240858827445967,0.46141669154167175,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.800281426141737,0.47079166769981384,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7003869016577179,0.4755416810512543,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5773175455494007,0.4860000014305115,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5214992288917225,0.4851667284965515,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4445792593857429,0.4881666898727417,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.38860667462965165,0.49141666293144226,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3266179841399814,0.49379169940948486,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.28592272302436567,0.4946250915527344,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.23916701509006089,0.49658340215682983,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.21354512688655328,0.49437499046325684,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1760750571678121,0.4973333775997162,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.15205284426095508,0.4960416555404663,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.13226079131709412,0.4971250295639038,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.10844144146055139,0.4975000023841858,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.09444925429609914,0.4977083206176758,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.0787112122416147,0.49800002574920654,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.07876536324329209,0.4969167411327362,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.0592803916685322,0.49816668033599854,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.057500537618276816,0.4960417151451111,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.04672036917812269,0.49808335304260254,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.041153611377618894,0.49775001406669617,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.03629036854908918,0.49850010871887207,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.032363217082699215,0.4984167218208313,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.030869981067856617,0.49795839190483093,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.026381759182792546,0.49808332324028015,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.023862159983157955,0.49900004267692566,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
