iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8405808508396149,0.2918750047683716,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3029659961660702,0.40470847487449646,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0721980221569538,0.43395835161209106,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8898292183876038,0.4493750035762787,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7503384227554003,0.46404170989990234,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6554398204510411,0.4676249921321869,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.573011014300088,0.4699583649635315,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.4715958378898601,0.4773750305175781,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.41687480845333386,0.47829169034957886,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.35968742162610096,0.47841665148735046,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.313817346507373,0.48329171538352966,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2797275786676134,0.48229169845581055,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.24830560128126913,0.4829999804496765,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.20972739389011016,0.4826250672340393,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.17652040069030286,0.4852500855922699,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.16057343183395764,0.48729169368743896,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.13234502593210587,0.4865000247955322,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.11689008863565202,0.48770833015441895,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.10322855168487877,0.4865000247955322,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.09112933774789174,0.4894583225250244,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.07711635348581088,0.4895833730697632,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.06691309908152714,0.4884583652019501,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.060399682362913154,0.4889584183692932,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.05393838639429305,0.48883336782455444,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.048039749444190726,0.4892917275428772,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.04214678430192483,0.4907500445842743,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.03762904545874335,0.4903334081172943,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03780113979883026,0.4894166886806488,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.031133067289677758,0.4907083511352539,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.028214270583703183,0.4920834004878998,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
