iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.905847292393446,0.3134375214576721,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
1,1.6589468084275723,0.38200005888938904,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
2,1.587204746901989,0.4037812352180481,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
3,1.528279185295105,0.42871877551078796,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
4,1.478548590093851,0.4375000298023224,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
5,1.3798575084656477,0.4475625455379486,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
6,1.2892247252166271,0.46699997782707214,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
7,1.2822986524552107,0.47200000286102295,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
8,1.2293537016957998,0.4831562638282776,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
9,1.1897976752370596,0.487843781709671,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
10,1.155113622546196,0.4954688251018524,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
11,1.1277221534401178,0.49809375405311584,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
12,1.1008317340165377,0.4989062547683716,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
13,1.0873586162924767,0.5006874799728394,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
14,1.0597399324178696,0.5054375529289246,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
15,0.9174318425357342,0.5227187275886536,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
16,0.8832619767636061,0.5256250500679016,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
17,0.8530287239700556,0.5272812247276306,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
18,0.8277542171999812,0.5279688239097595,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
19,0.8033959586173296,0.5293750166893005,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
20,0.7776315910741687,0.5315625667572021,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
21,0.7743044383823872,0.526968777179718,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
22,0.7608371824026108,0.5291875004768372,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
23,0.7511078948155046,0.5293125510215759,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
24,0.7319047981873155,0.5304062962532043,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
25,0.6528586130589247,0.5384374856948853,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
26,0.629635913297534,0.5421563386917114,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
27,0.6120789591223001,0.5425938367843628,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
28,0.599601985886693,0.5418750047683716,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
29,0.5841621030122042,0.5418438911437988,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
