iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8940163888037205,0.30406254529953003,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
1,1.7351792082190514,0.35578131675720215,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
2,1.7381958700716496,0.3708125352859497,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
3,1.595465563237667,0.40790626406669617,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
4,1.5587999038398266,0.4242188036441803,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
5,1.4823171943426132,0.43990617990493774,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
6,1.4358316585421562,0.44934383034706116,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
7,1.3765167891979218,0.46365630626678467,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
8,1.343049569055438,0.46674996614456177,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
9,1.2929876912385225,0.47384369373321533,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
10,1.1774081345647573,0.4817500412464142,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
11,1.0973690282553434,0.499500036239624,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
12,1.071507876738906,0.4946875274181366,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
13,1.0304923560470343,0.5042812824249268,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
14,0.9909315817058086,0.5066875219345093,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
15,0.9183352384716272,0.5248438119888306,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
16,0.8869697451591492,0.5273125171661377,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
17,0.8639127556234598,0.5274063348770142,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
18,0.8315620832145214,0.5303750038146973,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
19,0.8135349843651056,0.5302812457084656,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
20,0.7613965794444084,0.5355312824249268,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
21,0.7468170132488012,0.5335311889648438,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
22,0.7260538563132286,0.5360937118530273,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
23,0.6953850537538528,0.5375937819480896,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
24,0.6819599643349648,0.537281334400177,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
25,0.6387175871059299,0.5445000529289246,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
26,0.6281291469931602,0.5437812209129333,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
27,0.6093002697452903,0.5454375147819519,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
28,0.5926809264346957,0.5453124642372131,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
29,0.5832984801381826,0.545968770980835,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
