iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.9034163244068623,0.31131255626678467,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
1,1.7278700396418571,0.3760938048362732,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
2,1.6492512002587318,0.3970625102519989,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
3,1.5939345993101597,0.4170312285423279,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
4,1.528297871351242,0.4260937571525574,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
5,1.4846267327666283,0.4401562511920929,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
6,1.442358087748289,0.44990628957748413,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
7,1.3804778698831797,0.4592500925064087,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
8,1.355320643633604,0.4646250009536743,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
9,1.3187421411275864,0.47003135085105896,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
10,1.140643524006009,0.4910625219345093,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
11,1.11275421269238,0.4907812178134918,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
12,1.0679574944078922,0.498656302690506,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
13,1.0242646243423223,0.5061250329017639,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
14,1.0016240365803242,0.5085937976837158,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
15,0.9657325148582458,0.5131562948226929,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
16,0.9396612457931042,0.5145000219345093,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
17,0.921690670773387,0.5150938034057617,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
18,0.8956207074224949,0.517625093460083,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
19,0.8796049077063799,0.5194688439369202,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
20,0.8563825776800513,0.5204375982284546,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
21,0.8386208834126592,0.5211562514305115,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
22,0.8248400771990418,0.522562563419342,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
23,0.7987226936966181,0.5249375104904175,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
24,0.7848174432292581,0.5244374871253967,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
25,0.6901577496901155,0.5384688377380371,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
26,0.6593260802328587,0.5432187914848328,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
27,0.6325044799596071,0.5437187552452087,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
28,0.6094892891123891,0.5474687814712524,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
29,0.5904517434537411,0.5477187037467957,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,3,True,4,3,5
