iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.8155732154846191,0.3182083070278168,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
1,1.6740831981102626,0.3513750433921814,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
2,1.57294599711895,0.37312495708465576,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
3,1.4806223611036937,0.3901667594909668,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
4,1.4151019304990768,0.3995833992958069,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
5,1.3742611358563106,0.4043334126472473,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
6,1.3183858394622803,0.4125417470932007,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
7,1.2651255925496419,0.4206666946411133,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
8,1.2463113864262898,0.42012500762939453,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
9,1.1841996510823567,0.4279583692550659,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
10,1.1499344259500504,0.429291695356369,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
11,1.1133237431446712,0.43404173851013184,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
12,1.067477986216545,0.4375,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
13,1.0583849425117176,0.4332917332649231,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
14,1.0128588676452637,0.4368332624435425,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
15,0.9842267582813898,0.43941670656204224,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
16,0.9514727195103964,0.44058340787887573,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
17,0.9125082169969877,0.4450833797454834,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
18,0.8993004138271014,0.4411250352859497,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
19,0.8639822776118914,0.4452083706855774,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
20,0.842309852441152,0.4464167058467865,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
21,0.8151032403111458,0.44683337211608887,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
22,0.7991607214013735,0.4487083852291107,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
23,0.7720485006769499,0.4490416944026947,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
24,0.7504514083266258,0.4486250877380371,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
25,0.7304379418492317,0.44870835542678833,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
26,0.7096497764190038,0.4487084150314331,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
27,0.6832047775387764,0.45133334398269653,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
28,0.6682138989369074,0.45216667652130127,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
29,0.6485881904760996,0.44975006580352783,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
