iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.4227455010016758,0.4696515202522278,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
1,1.162555143237114,0.5485777854919434,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
2,1.0571480765938759,0.5792267918586731,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
3,0.9787394354740778,0.5992588996887207,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
4,0.9025274440646172,0.6168870329856873,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
5,0.8483166322112083,0.6290063858032227,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
6,0.8031628305713335,0.637620210647583,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
7,0.7509888634085655,0.6466346979141235,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
8,0.7086879710356394,0.6519432067871094,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
9,0.6694911395510038,0.6554487943649292,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
10,0.6356340299050013,0.6624599695205688,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
11,0.5995361879467964,0.6665665507316589,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
12,0.5692540779709816,0.6663662791252136,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
13,0.540193552772204,0.6719751358032227,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
14,0.5137523052593073,0.6740784645080566,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
15,0.4848162072400252,0.6762821078300476,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
16,0.4594665827850501,0.6764823794364929,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
17,0.438556507229805,0.6772837042808533,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
18,0.41860563556353253,0.6787861585617065,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
19,0.3970380388200283,0.679387092590332,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
20,0.3750288871427377,0.6794872283935547,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
21,0.3574279223879178,0.6816906929016113,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
22,0.34050594146053,0.682692289352417,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
23,0.3217399741212527,0.6838942766189575,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
24,0.30551595489184064,0.6837940216064453,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
25,0.290524169181784,0.6855969429016113,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
26,0.2747049406170845,0.6861979365348816,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
27,0.26242890022695065,0.6869992613792419,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
28,0.24902131035923958,0.6877003908157349,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
29,0.23664487587908903,0.6878005862236023,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
