iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.7843137582143147,0.3374583423137665,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
1,1.597624401251475,0.3878334164619446,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
2,1.5211041768391926,0.40508338809013367,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
3,1.422994002699852,0.4267916679382324,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
4,1.3038744727770488,0.4514999985694885,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
5,1.2491904497146606,0.46162503957748413,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
6,1.2065255145231883,0.46679171919822693,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
7,1.1688412378231685,0.47070831060409546,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
8,1.0833340138196945,0.48491665720939636,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
9,1.0063770040869713,0.49570831656455994,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
10,0.9862552930911382,0.49370837211608887,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
11,0.9325932562351227,0.5015417337417603,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
12,0.8727541118860245,0.5105417370796204,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
13,0.8393756970763206,0.5112917423248291,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
14,0.8001356646418571,0.515500009059906,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
15,0.7749524588386217,0.515458345413208,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
16,0.7484409461418787,0.5134584307670593,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
17,0.7091154456138611,0.518958330154419,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
18,0.6848014742136002,0.518541693687439,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
19,0.6623344222704569,0.5195417404174805,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
20,0.638223297894001,0.5202084183692932,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
21,0.6064138735334078,0.5233750343322754,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
22,0.5815817018349966,0.5242916941642761,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
23,0.5551807768642902,0.5269167423248291,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
24,0.5363180823624134,0.5279583930969238,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
25,0.5129550186296304,0.5282083749771118,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
26,0.4891909124950568,0.53020840883255,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
27,0.4668513151506583,0.530875027179718,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
28,0.45187770823637646,0.53020840883255,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
29,0.4341559906800588,0.5324583053588867,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
