iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.978665014108022,0.26179173588752747,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7714281330506008,0.3340000510215759,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6574427038431168,0.3693333864212036,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5717331965764363,0.3904167115688324,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.5810594062010448,0.38624998927116394,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.4200987716515858,0.41283339262008667,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.401204451918602,0.41058334708213806,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.3164252638816833,0.41970834136009216,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.2604718307654064,0.4257499873638153,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.2287310808897018,0.4266667068004608,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.1477856735388439,0.43712496757507324,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.1073220148682594,0.43812498450279236,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.0500116348266602,0.44062504172325134,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,1.0176641047000885,0.44270843267440796,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9815413852532705,0.4437916874885559,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.950441432495912,0.4433750510215759,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8975693359971046,0.44562503695487976,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.8640555068850517,0.4487083852291107,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.8267300501465797,0.4485417306423187,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.8008357336123785,0.45100006461143494,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7647253225247065,0.4515833854675293,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.738017717997233,0.4515001177787781,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.7035154749949774,0.45100006461143494,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6817892044782639,0.4515000581741333,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.6467668463786443,0.4540416896343231,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.6217994640270869,0.45358332991600037,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.596690621227026,0.45600005984306335,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5699809292952219,0.45625004172325134,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.5497502684593201,0.4554583728313446,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.5305131537218889,0.45524999499320984,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
