iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.8248105098803837,0.30916666984558105,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
1,1.702312633395195,0.3381666839122772,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
2,1.5976696759462357,0.35975003242492676,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
3,1.5236677279074986,0.3712500333786011,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
4,1.4425624360640843,0.38891667127609253,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
5,1.3895257413387299,0.39208337664604187,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
6,1.3266356190045674,0.4011250138282776,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
7,1.2911458611488342,0.4035000205039978,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
8,1.2449118097623189,0.40954166650772095,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
9,1.2118669251600902,0.40912505984306335,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
10,1.1743408640225728,0.4136250615119934,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
11,1.1314036001761754,0.41612502932548523,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
12,1.1075150420268376,0.41741669178009033,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
13,1.0744340817133586,0.41995835304260254,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
14,1.0331947778662045,0.4230417013168335,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
15,1.004877249399821,0.42437511682510376,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
16,0.9858700310190519,0.4232499599456787,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
17,0.9412234127521515,0.42716675996780396,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
18,0.918243500093619,0.42745837569236755,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
19,0.9032349735498428,0.4267500340938568,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
20,0.8768864274024963,0.4283333420753479,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
21,0.8447145968675613,0.4305416941642761,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
22,0.8276045297582945,0.42870840430259705,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
23,0.8015688533584276,0.43000006675720215,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
24,0.7829040884971619,0.4296250343322754,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
25,0.7561841607093811,0.43133336305618286,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
26,0.7357401922345161,0.43383342027664185,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
27,0.7189640228947004,0.4335416555404663,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
28,0.7036286145448685,0.4335833787918091,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
29,0.6792978073159853,0.4348750114440918,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
