iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.8816495140393574,0.29645836353302,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
1,1.7999517420927684,0.32845833897590637,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
2,1.6589758942524593,0.36608338356018066,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
3,1.6204464534918468,0.37029168009757996,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
4,1.508294055859248,0.38749998807907104,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
5,1.4527897536754608,0.4032917022705078,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
6,1.3852024028698604,0.40658336877822876,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
7,1.3427208016316097,0.41437503695487976,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
8,1.3045835942029953,0.4162500500679016,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
9,1.271778439482053,0.41862499713897705,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
10,1.1773036569356918,0.4284166991710663,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
11,1.1258408625920613,0.43283337354660034,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
12,1.1179881344238918,0.43008336424827576,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
13,1.0717906604210536,0.43495839834213257,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
14,1.0087772856156032,0.43937501311302185,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
15,0.9668173715472221,0.44137510657310486,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
16,0.9484331731994947,0.4404999911785126,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
17,0.9037010868390402,0.445749968290329,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
18,0.8722880010803541,0.44566673040390015,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
19,0.8400200555721918,0.4472917318344116,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
20,0.815680555999279,0.44579172134399414,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
21,0.7864570791522661,0.4478750228881836,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
22,0.7593159029881159,0.45000001788139343,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
23,0.7390334978699684,0.4492083489894867,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
24,0.7084633087118467,0.452875018119812,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
25,0.6817062546809515,0.453041672706604,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
26,0.662254219253858,0.45112502574920654,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
27,0.630309522151947,0.45320838689804077,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
28,0.6158155662318071,0.4542916715145111,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
29,0.5967801325023174,0.45379170775413513,24,24,500,1000,0.0,10,"(3, 32, 32)",10,0.02,0.99,30,10,0.01
