iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.7480311840772629,0.338541716337204,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
1,1.5678959041833878,0.3811666667461395,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
2,1.43207585811615,0.41037505865097046,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
3,1.331105798482895,0.43062496185302734,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
4,1.2512251883745193,0.4467500150203705,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
5,1.1834178616603215,0.46183332800865173,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
6,1.1188374285896618,0.4713749885559082,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
7,1.0652371644973755,0.48133325576782227,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
8,1.0220276514689128,0.4852083623409271,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
9,0.9850526476899782,0.49049997329711914,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
10,0.9437501182158788,0.4939166307449341,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
11,0.9053694730003675,0.4987916946411133,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
12,0.874252162873745,0.5002917051315308,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
13,0.8528468161821365,0.501833438873291,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
14,0.806276040772597,0.5075833797454834,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
15,0.7813584903875986,0.5074167251586914,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
16,0.7608967746297518,0.5113333463668823,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
17,0.7352774664759636,0.5122500061988831,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
18,0.7111574684580168,0.5138334035873413,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
19,0.6829232300321261,0.51541668176651,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
20,0.6644437437256178,0.5177083611488342,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
21,0.6431983336806297,0.5184167623519897,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
22,0.6222029874722163,0.518583357334137,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
23,0.6007755696773529,0.5208333730697632,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
24,0.5834098197519779,0.52079176902771,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
25,0.564224428186814,0.5228750705718994,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
26,0.5452414664129416,0.5238749980926514,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
27,0.5284383594989777,0.5246250629425049,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
28,0.5141729476551214,0.5244168043136597,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
29,0.5005243395765623,0.5236667394638062,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,30,10,0.01
