iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.7137356450160344,0.35929369926452637,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
1,1.2765241463979085,0.4919467568397522,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
2,1.0618940045436223,0.5435674786567688,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
3,0.9102074503898621,0.5694277286529541,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
4,0.8121479203303655,0.5859344005584717,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
5,0.7206728334228197,0.5981892347335815,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
6,0.6273426786065102,0.6083933115005493,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
7,0.5652189540366331,0.6114946007728577,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
8,0.5002855770289898,0.6191976070404053,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
9,0.4421526901423931,0.6237494945526123,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
10,0.39775604754686356,0.6262505650520325,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
11,0.35139672954877216,0.630001962184906,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
12,0.31556346888343495,0.6301021575927734,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
13,0.2784013661245505,0.634553849697113,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
14,0.24638781820734343,0.6351540088653564,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
15,0.22018285281956196,0.6361044645309448,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
16,0.19161699588100115,0.6383053660392761,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
17,0.17092440308382115,0.6393556594848633,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
18,0.1518347915261984,0.6399060487747192,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
19,0.1303939139470458,0.6411064863204956,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
20,0.11399654299020767,0.6406562328338623,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
21,0.10021565978725751,0.6408562660217285,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
22,0.08950011742611726,0.6409063339233398,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
23,0.07626047761489947,0.639955997467041,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
24,0.06583352542171876,0.6408063173294067,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
25,0.060044276993721724,0.6415566205978394,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
26,0.05232048003623883,0.6433572769165039,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
27,0.04782374273054302,0.6419568061828613,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
28,0.042074926352749266,0.6420568227767944,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
29,0.03849160112440586,0.6437074542045593,24,2,500,1000,6,"(3, 32, 32)",10,0.03,0.99,2,23,30,10,3
