iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.5872275431950886,0.46654650568962097,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
1,1.197351058324178,0.5373598337173462,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
2,1.122030422091484,0.5678086280822754,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
3,1.0369146342078845,0.5875401496887207,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
4,0.9554573918382326,0.6083734035491943,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
5,0.9117536594470342,0.617788553237915,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
6,0.8448276246587435,0.6284054517745972,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
7,0.7812860409418741,0.6381210088729858,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
8,0.7351126844684283,0.6441306471824646,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
9,0.6878265763322512,0.6493390202522278,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
10,0.6489264518022537,0.65234375,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
11,0.6132889837026596,0.6531450748443604,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
12,0.5762911600371202,0.6602565050125122,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
13,0.5452194698154926,0.6625600457191467,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
14,0.5179566194613775,0.6617588400840759,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
15,0.48428986966609955,0.667167603969574,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
16,0.4550965080658595,0.668870210647583,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
17,0.42578259110450745,0.6719752550125122,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
18,0.3958546693126361,0.6753805875778198,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
19,0.37546651686231297,0.6737780570983887,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
20,0.3507523350417614,0.6773838996887207,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
21,0.3333546171585719,0.6807893514633179,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
22,0.3153713407615821,0.680288553237915,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
23,0.29478211638828117,0.6817909479141235,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
24,0.2765370396276315,0.6846954822540283,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
25,0.26102055857578915,0.6842949390411377,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
26,0.24412573439379534,0.6837941408157349,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
27,0.23015638378759226,0.6877003908157349,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
28,0.21344640851020813,0.6879006624221802,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
29,0.20075103702644506,0.6890024542808533,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,1,23,30,10,3
