iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.7286022007465363,0.3553749918937683,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
1,1.1760308320323627,0.4816250503063202,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
2,0.9434984003504118,0.5327500700950623,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
3,0.765375996629397,0.5597500801086426,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
4,0.6704196309049925,0.5615000128746033,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
5,0.5436811012526354,0.5789167881011963,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
6,0.4626559155682723,0.5850000381469727,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
7,0.38560374329487485,0.5913751125335693,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
8,0.3273100070655346,0.5950416326522827,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
9,0.28318851192792255,0.5988333821296692,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
10,0.22295874170958996,0.6010832786560059,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
11,0.20347529711822668,0.6025000810623169,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
12,0.1612019737561544,0.6032916307449341,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
13,0.13015750360985598,0.6057083606719971,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
14,0.10881590843200684,0.6061667203903198,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
15,0.08758094006528457,0.6050833463668823,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
16,0.0725244398539265,0.6061251163482666,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
17,0.05942735246693095,0.608375072479248,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
18,0.049454301285247006,0.6076250076293945,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
19,0.04253593537335595,0.6079167127609253,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
20,0.03438848458851377,0.6077084541320801,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
21,0.029620350260908406,0.6076667308807373,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
22,0.027073063033943374,0.6079167723655701,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
23,0.02281619554075102,0.6081250905990601,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
24,0.020120334695093334,0.6082918047904968,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
25,0.018765560700558126,0.6083751320838928,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
26,0.016210972603100043,0.6083750128746033,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
27,0.014256709022447467,0.6065000295639038,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
28,0.01277030499962469,0.6078333854675293,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
29,0.011883119664465388,0.6082083582878113,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,3,23,30,10,1
