iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_S,algo_R,algo_R_local,algo_bn_calibration
0,1.623436264693737,0.3461666703224182,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
1,1.140451603025819,0.45899999141693115,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
2,0.9723942740044246,0.48350006341934204,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
3,0.801441364766409,0.5042083263397217,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
4,0.6985082817263901,0.5129167437553406,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
5,0.573503496843235,0.5240417122840881,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
6,0.5192339393640092,0.5278750658035278,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
7,0.4475913720380049,0.5324583649635315,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
8,0.38533512756597094,0.5363749861717224,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
9,0.31827443931736826,0.5405417680740356,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
10,0.27484338137340575,0.5446667075157166,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
11,0.238531954853291,0.5427500605583191,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
12,0.20281730171457943,0.54625004529953,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
13,0.1840736646311901,0.5447499752044678,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
14,0.15089946586279743,0.5496250987052917,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
15,0.14518959746298302,0.5496667623519897,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
16,0.12235907788757079,0.5511250495910645,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
17,0.10008817445244252,0.5510833859443665,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
18,0.09687854956670587,0.549041748046875,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
19,0.0771169204817852,0.5521667003631592,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
20,0.07553209253698394,0.5492500066757202,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
21,0.060705106670260044,0.5511667728424072,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
22,0.052802185485537244,0.5525834560394287,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
23,0.050410269879648695,0.5513333678245544,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
24,0.042310183425191404,0.5549166202545166,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
25,0.03803737248138835,0.5543333292007446,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
26,0.035536971784798276,0.5540000200271606,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
27,0.03128302338639818,0.5544999837875366,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
28,0.027673090964526637,0.5546666979789734,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
29,0.02344552768166371,0.5541667342185974,24,4,500,1000,15,"(3, 32, 32)",10,0.03,0.99,4,23,30,10,4
