iter,data_n_features_2.0_mean,data_n_features_2.0_upper,data_n_features_2.0_lower,data_n_features_10.0_mean,data_n_features_10.0_upper,data_n_features_10.0_lower,data_n_features_50.0_mean,data_n_features_50.0_upper,data_n_features_50.0_lower,data_n_features_100.0_mean,data_n_features_100.0_upper,data_n_features_100.0_lower
0,5.490065813064575,5.509238607199266,5.4708930189298846,9.625628471374512,9.63339748988858,9.617859452860444,7.901911020278931,7.9059090465348545,7.897912994023007,8.718749141693115,8.72450959560998,8.71298868777625
1,4.953462886810303,4.970884526793209,4.936041246827396,9.09767780303955,9.10658069423415,9.08877491184495,7.5447587966918945,7.549107890839477,7.540409702544312,8.398768711090089,8.4044497424596,8.393087679720578
2,4.473726558685303,4.490638399824167,4.456814717546438,8.600115966796874,8.60922717218459,8.591004761409158,7.214011096954346,7.219695723414183,7.208326470494509,8.1130690574646,8.119888702163589,8.10624941276561
3,4.046019172668457,4.062416439793108,4.029621905543805,8.135950469970703,8.144029804166607,8.1278711357748,6.900232172012329,6.903679258401467,6.896785085623191,7.834191989898682,7.842114966109174,7.82626901368819
4,3.6505731344223022,3.6667732404365254,3.634373028408079,7.697680997848511,7.7064632396995805,7.688898755997441,6.608189725875855,6.612788662884063,6.603590788867646,7.575036811828613,7.585160183757885,7.564913439899342
5,3.307552528381348,3.3226413111910573,3.2924637455716383,7.284918594360351,7.291988278586116,7.277848910134587,6.342355346679687,6.3461588274101866,6.338551865949188,7.351719045639038,7.363171932408267,7.3402661588698095
6,2.9892305612564085,3.0035914819723875,2.9748696405404296,6.903133201599121,6.910410519293219,6.895855883905023,6.0925861358642575,6.098438989319153,6.086733282409362,7.145552778244019,7.153633031728745,7.137472524759293
7,2.713233137130737,2.7276716620002284,2.698794612261246,6.535698652267456,6.5430389383532805,6.528358366181632,5.855405521392822,5.86340596546336,5.847405077322285,6.954650592803955,6.964487603579779,6.944813582028131
8,2.464782643318176,2.478789400035836,2.4507758866005163,6.190628004074097,6.1981624584905095,6.183093549657684,5.63505973815918,5.6437177338741495,5.6264017424442105,6.7736677646636965,6.78426874077171,6.763066788555683
9,2.2416152954101562,2.255151172308985,2.2280794185113275,5.8736584186553955,5.880639799495068,5.866677037815723,5.4333422660827635,5.439439945874362,5.427244586291165,6.602575874328613,6.615305049854225,6.589846698803001
10,2.0430914163589478,2.0560181751434095,2.030164657574486,5.572254085540772,5.58026885708984,5.5642393139917035,5.240347814559937,5.246065737010038,5.234629892109836,6.4559252738952635,6.467684989914391,6.444165557876136
11,1.859859561920166,1.8721614311680035,1.8475576926723287,5.284714555740356,5.292783672332736,5.276645439147976,5.053241968154907,5.057817058755798,5.048666877554017,6.301381397247314,6.316082958471068,6.286679836023561
12,1.696373188495636,1.7074999914630897,1.685246385528182,5.0133116245269775,5.0206179206682515,5.006005328385704,4.8814239501953125,4.887179811604485,4.87566808878614,6.162511920928955,6.175611768583588,6.149412073274322
13,1.5481158137321471,1.5587247372589754,1.5375068902053188,4.7631299018859865,4.769514603374209,4.756745200397764,4.7183613777160645,4.724156947343933,4.712565808088196,6.031732368469238,6.044655069064317,6.01880966787416
14,1.4166078925132752,1.4264840118082085,1.406731773218342,4.520236301422119,4.526516605575569,4.513955997268669,4.574094629287719,4.579549272000885,4.568639986574554,5.913230085372925,5.927600843163472,5.898859327582378
15,1.297407591342926,1.3064249028514934,1.2883902798343585,4.2942766666412355,4.300779811999649,4.287773521282822,4.426267051696778,4.432643795761078,4.419890307632477,5.7924223899841305,5.806839167271387,5.778005612696874
16,1.190251922607422,1.1982177044847364,1.1822861407301075,4.078494596481323,4.084835846908338,4.072153346054308,4.294741296768189,4.301031406063687,4.288451187472691,5.687459707260132,5.701554885710794,5.673364528809469
