iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.7154651706417402,0.5212340354919434,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.31677209958434105,0.5561898946762085,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.2020151453713576,0.5816306471824646,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.14625868356476227,0.595552921295166,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.12130086806913216,0.6054686903953552,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.09205554084231456,0.6141828298568726,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.07448207416261236,0.6220954656600952,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.06089094956405461,0.624699592590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.05572080293980738,0.6321114897727966,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.048940158914774656,0.638521671295166,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.04492440718847016,0.6404247283935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.03867919420978675,0.6482372879981995,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.031435446736092366,0.6513422131538391,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.028314297824787598,0.6507412195205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.024069212571096916,0.6536458730697632,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.020348865500030417,0.6585537195205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.02196173668683817,0.6581530570983887,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.018043862810979288,0.6639623641967773,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.017878388985991478,0.6653645634651184,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.013278270392523458,0.663762092590332,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.013891817594412714,0.6658653616905212,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.010975749794548998,0.6660657525062561,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.010786835628096014,0.6692708730697632,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.010034649322430292,0.6705729365348816,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.008184914069715887,0.671875,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.007980991048195088,0.6685697436332703,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.007620836142450571,0.66796875,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.006204934363874297,0.6706730723381042,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.005497961537912488,0.6705728769302368,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.00560432185496514,0.6719752550125122,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
