iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.7129795725146929,0.4559294879436493,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
1,0.27356751325229806,0.4899839758872986,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
2,0.19759055910011133,0.5109175443649292,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
3,0.15377757279202342,0.5189303159713745,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
4,0.11408220999874175,0.5271434783935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
5,0.061829894431866705,0.5338542461395264,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
6,0.0648794232790048,0.5420674085617065,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
7,0.05134853606189912,0.5452725291252136,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
8,0.050335150910541415,0.5485777854919434,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
9,0.050555282175385706,0.5524840354919434,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
10,0.04444318443226317,0.5522837042808533,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
11,0.02505325901438482,0.5627003312110901,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
12,0.026822748002208147,0.5623998641967773,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
13,0.028686698691065732,0.5648037195205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
14,0.030660604611815263,0.5676081776618958,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
15,0.01599371701013297,0.5674078464508057,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
16,0.034666962611178555,0.5730168223381042,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
17,0.019832658571734402,0.576422393321991,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
18,0.01652187603758648,0.576923131942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
19,0.00829455875888622,0.576021671295166,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
20,0.01841251036967151,0.5805289149284363,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
21,0.009052444380358793,0.5806291103363037,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
22,0.014023025243659504,0.5818309783935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
23,0.016825869803142268,0.5795273184776306,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
24,0.008506355734425597,0.5843349695205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
25,0.009794435968312124,0.5866386890411377,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
26,0.011619594212485632,0.5841346979141235,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
27,0.005283150734612718,0.5844351649284363,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
28,0.007851822726176275,0.5855368971824646,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
29,0.011529072927563297,0.584735631942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,1.0,30,10
