iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.7129902864495913,0.5218349695205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
1,0.31739430005351704,0.5592949390411377,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
2,0.20270389939347902,0.5834335088729858,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
3,0.14923093933612108,0.5984575152397156,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
4,0.12398447003215551,0.6069712042808533,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
5,0.09646948628748457,0.6155849695205688,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
6,0.07917082107936342,0.622596263885498,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
7,0.06536765031826992,0.6290065050125122,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
8,0.05782978469505906,0.634114682674408,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
9,0.05241292901337147,0.6404247283935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
10,0.047836930102979146,0.6438301801681519,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
11,0.04134139597105483,0.6476362943649292,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
12,0.034497437765821815,0.6566507816314697,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
13,0.03150641436999043,0.6534455418586731,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
14,0.026797042073061068,0.6549479365348816,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
15,0.023796484417592485,0.6590546369552612,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
16,0.023514067909369867,0.6611578464508057,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
17,0.020048995308267575,0.6635617613792419,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
18,0.02026345262614389,0.6668670177459717,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
19,0.015321046502018968,0.6638622283935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
20,0.01600129751022905,0.6695713996887207,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
21,0.012834953435231,0.6668669581413269,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
22,0.011927235696930438,0.6699719429016113,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
23,0.01128607390758892,0.6723758578300476,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
24,0.009758000824755678,0.6734775900840759,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
25,0.009245865163393319,0.6742788553237915,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
26,0.008575003477744758,0.6720753908157349,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
27,0.007443138281814754,0.672776460647583,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
28,0.006482079566922039,0.6724759936332703,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
29,0.006711544226466988,0.6728767156600952,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
