iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.8556167036294937,0.31066668033599854,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
1,1.439381204545498,0.4110416769981384,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
2,1.3322865987817447,0.4233749806880951,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
3,1.17439599831899,0.45495837926864624,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
4,1.113865780333678,0.4538334012031555,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
5,0.9310700533290704,0.4925834536552429,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
6,0.8816252015531063,0.49125009775161743,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
7,0.7726436766485373,0.5070834159851074,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
8,0.6992099589357773,0.517708420753479,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
9,0.6456566471606493,0.5217916965484619,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
10,0.5924438225726286,0.5274583697319031,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
11,0.5410514992351333,0.5307500958442688,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
12,0.5235619669159254,0.5280000567436218,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
13,0.46659520734101534,0.5352500677108765,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
14,0.4287017307554682,0.5366250276565552,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
15,0.4069619296739499,0.5380833745002747,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
16,0.3695703797663252,0.5406249761581421,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
17,0.34567256333927315,0.5414166450500488,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
18,0.315227114673083,0.5445834398269653,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
19,0.2942078890434156,0.5444166660308838,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
20,0.27246837178245187,0.5456666946411133,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
21,0.25325118633918464,0.545791745185852,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
22,0.23586780694313347,0.5464584231376648,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
23,0.21208857698366046,0.5482500791549683,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
24,0.19584598819104335,0.5487083792686462,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
25,0.1799121433092902,0.5508333444595337,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
26,0.16596377346043786,0.5525417327880859,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
27,0.1559273205930367,0.5500417351722717,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
28,0.14304367390771708,0.5517500638961792,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
29,0.13289682710698494,0.5527917146682739,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
