iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.8388817012310028,0.3176667094230652,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
1,1.4669322619835536,0.3983333110809326,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
2,1.317294438680013,0.4398333728313446,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
3,1.0934815083940823,0.48466670513153076,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
4,0.9758503884077072,0.502500057220459,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
5,0.8837235445777575,0.5095833539962769,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
6,0.7690370654066404,0.5214167237281799,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
7,0.6951457212368647,0.5296250581741333,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
8,0.6151881801585356,0.5407500267028809,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
9,0.5761597553888956,0.5383334159851074,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
10,0.5024519351621469,0.5456666946411133,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
11,0.46676169832547504,0.5432500839233398,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
12,0.41538603976368904,0.5483750104904175,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
13,0.3746049677332242,0.5519167184829712,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
14,0.3365210114667813,0.5542917251586914,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
15,0.31528749875724316,0.5523333549499512,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
16,0.269592955087622,0.5556666851043701,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
17,0.24286705938478312,0.5570833086967468,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
18,0.21693427736560503,0.5581667423248291,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
19,0.19954246220489344,0.5587084293365479,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
20,0.17357040165613094,0.5605834126472473,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
21,0.15248834621161222,0.561916708946228,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
22,0.13664099046339592,0.5619165897369385,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
23,0.12406750302761793,0.5631250739097595,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
24,0.10875639443596204,0.564416766166687,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
25,0.09813125245273113,0.5640000700950623,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
26,0.08730825999130805,0.5652084350585938,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
27,0.08102827969317634,0.5670833587646484,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
28,0.07032353384420276,0.5659166574478149,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
29,0.0630867254609863,0.5661666989326477,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
