iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.8337355355421703,0.33258336782455444,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
1,1.380173772573471,0.4310417175292969,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
2,1.1886095156272252,0.46629172563552856,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
3,1.06100898484389,0.4850834012031555,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
4,0.9480847045779228,0.4995000958442688,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
5,0.8230160747965177,0.5165001153945923,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
6,0.738828144967556,0.5225000381469727,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
7,0.6584802145759264,0.5316666960716248,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
8,0.5944608201583227,0.5338749885559082,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
9,0.5310767690340678,0.5397083163261414,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
10,0.4727342476447423,0.5421251058578491,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
11,0.42536523193120956,0.546541690826416,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
12,0.3821210687359174,0.549916684627533,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
13,0.33785193661848706,0.5503333806991577,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
14,0.30247613042593,0.5537083745002747,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
15,0.27245271143813926,0.5544166564941406,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
16,0.2387717335174481,0.5566667318344116,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
17,0.2203162523607413,0.5564583539962769,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
18,0.1885377156237761,0.5583750605583191,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
19,0.1672714203596115,0.5588333010673523,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
20,0.1512586676205198,0.5603333115577698,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
21,0.1337789117048184,0.5603750348091125,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
22,0.11503154691308737,0.5623334050178528,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
23,0.10072638963659604,0.5632916688919067,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
24,0.09128705287973087,0.5631667375564575,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
25,0.08097549574449658,0.5627500414848328,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
26,0.07203662085036437,0.5636250972747803,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
27,0.06357462797313929,0.5637916922569275,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
28,0.057420269741366305,0.564833402633667,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
29,0.053118649714936815,0.5636667013168335,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,4,2,30,10
