iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,77.05433595021566,8.551972389221191,86.6432113647461,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
1,60.861285572052005,7.394421577453613,74.93147277832031,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
2,48.617079671223955,6.457769393920898,65.40294647216797,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
3,39.06016986846924,5.655295372009277,57.292110443115234,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
4,31.756903578440348,4.9795966148376465,50.47352600097656,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
5,26.238640530904135,4.445714950561523,45.070640563964844,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
6,21.651047321955364,3.9979262351989746,40.591880798339844,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
7,18.07241649309794,3.6015496253967285,36.58409118652344,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
8,15.39047399520874,3.27303147315979,33.317996978759766,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
9,13.180205341974894,2.980433225631714,30.38128662109375,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
10,11.365126919746398,2.734266519546509,27.90311622619629,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
11,9.84941185951233,2.5140628814697266,25.68858528137207,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
12,8.525672324498494,2.300635814666748,23.53168296813965,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
13,7.4406708844502765,2.1147756576538086,21.661300659179688,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
14,6.491823450724284,1.93008553981781,19.820980072021484,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
15,5.700947399934133,1.7657945156097412,18.181501388549805,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
16,5.08115296125412,1.6312289237976074,16.859577178955078,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
17,4.590375175476074,1.5192680358886719,15.741643905639648,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
18,4.085415882666906,1.3974980115890503,14.526826858520508,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
19,3.6637665291627246,1.3042632341384888,13.603558540344238,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
20,3.2749430966377258,1.193047046661377,12.5064058303833,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
21,3.005271561741829,1.1193519830703735,11.775965690612793,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
22,2.7460126000642777,1.049056887626648,11.090484619140625,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
23,2.5044049076239268,0.977504312992096,10.3743257522583,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
24,2.322109753390153,0.9082596898078918,9.667908668518066,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
25,2.1476794496178626,0.8509405255317688,9.109222412109375,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
26,2.0093178751071292,0.8034538626670837,8.6568603515625,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
27,1.860519566734632,0.7533184289932251,8.151091575622559,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
28,1.788005786538124,0.7113507986068726,7.744307041168213,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
29,1.634518790145715,0.6667436957359314,7.3000993728637695,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
30,1.5322625150283178,0.6276175379753113,6.915137767791748,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
31,1.4222569293777148,0.5917731523513794,6.565374851226807,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
32,1.3508485826353231,0.5600351691246033,6.256618976593018,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
33,1.336645772655805,0.542611837387085,6.07703971862793,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
34,1.3041715772946676,0.5147798657417297,5.801697731018066,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
35,1.2550064998368422,0.4925287365913391,5.581329822540283,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
36,1.1962037254869937,0.4747407138347626,5.4053144454956055,3,150,10,500,10,0.0,0.1,False,10,False,0.01,1,5,300,2
