iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,87.53216576894124,8.620332717895508,97.03723907470703,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
1,69.51099082946777,7.5036396980285645,84.78118896484375,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
2,56.17891534805298,6.641479015350342,75.19548034667969,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
3,45.82860080718994,5.899435997009277,66.997314453125,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
4,37.51489236195882,5.250069618225098,59.81867218017578,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
5,31.039959182739256,4.685059070587158,53.45750427246094,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
6,25.981460110346475,4.221030235290527,48.38177490234375,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
7,21.90131672859192,3.843095064163208,44.1697883605957,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
8,18.734038432439167,3.5168542861938477,40.56262969970703,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
9,16.114469909667967,3.214256525039673,37.16537857055664,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
10,13.950719205538432,2.9619054794311523,34.390201568603516,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
11,12.234965353012084,2.7637133598327637,31.984819412231445,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
12,10.71524422009786,2.578838586807251,29.822298049926758,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
13,9.394741042455037,2.392359733581543,27.674983978271484,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
14,8.355342545509338,2.231994390487671,25.78510284423828,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
15,7.470611139933268,2.092632532119751,24.143909454345703,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
16,6.81010649840037,1.9971739053726196,22.90993881225586,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
17,6.272251552740733,1.9180463552474976,21.919660568237305,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
18,5.68223130385081,1.8107845783233643,20.654949188232422,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
19,5.142933034102122,1.7025532722473145,19.38182258605957,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
20,4.703459517161051,1.616392970085144,18.442873001098633,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
21,4.447494705915451,1.563459873199463,17.880102157592773,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
22,4.169900550047557,1.51790189743042,17.177446365356445,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
23,3.87217717508475,1.4528210163116455,16.354873657226562,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
24,3.650638113617897,1.4180185794830322,15.785019874572754,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
25,3.440615983804067,1.3684492111206055,15.142985343933105,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
26,3.274440259337425,1.3213763236999512,14.660555839538574,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
27,3.119770908554395,1.2739111185073853,14.167993545532227,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
28,2.9600106940666833,1.2349605560302734,13.611945152282715,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
29,2.8429608245690665,1.207567811012268,13.223426818847656,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
30,2.7378630095720293,1.1847645044326782,12.895526885986328,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
31,2.637962278723717,1.1686517000198364,12.52456283569336,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
32,2.573614768187205,1.1649448871612549,12.298877716064453,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
33,2.4681052990754444,1.1157052516937256,11.794865608215332,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
34,2.396192328532537,1.0860944986343384,11.466476440429688,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
35,2.29068955719471,1.0480890274047852,11.07917308807373,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
36,2.176213571627935,1.0134552717208862,10.675413131713867,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
37,2.158576480547587,1.0045052766799927,10.561113357543945,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
38,2.0979425754149754,0.9874866008758545,10.38414478302002,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
39,2.0149547193447748,0.9765287637710571,10.187914848327637,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
40,2.0205054924885433,0.9843721985816956,10.199800491333008,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
41,1.9947385223706564,0.9653913378715515,10.054825782775879,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
42,1.9627455788850785,0.9543769359588623,9.83050537109375,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
43,1.9496454882621765,0.9541546106338501,9.80261516571045,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
44,1.8956089214483898,0.9424071311950684,9.6704683303833,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
45,1.9175358831882476,0.9378077387809753,9.613926887512207,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
46,1.8889061007897059,0.9306398630142212,9.50145149230957,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
47,1.8801009568572045,0.9281787276268005,9.463115692138672,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
48,1.8138656639059385,0.8973086476325989,9.180127143859863,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
49,1.7930670074621837,0.9024109244346619,9.13624382019043,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
50,1.7866126977403958,0.9038742184638977,9.07933235168457,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
51,1.7535052541891734,0.9132258296012878,9.099977493286133,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
52,1.7151755582292874,0.9007846117019653,8.956221580505371,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
53,1.6766300658384958,0.8863922357559204,8.890362739562988,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
54,1.6265400542815527,0.8788044452667236,8.82540512084961,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
55,1.6277556471029917,0.8738815784454346,8.790106773376465,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
56,1.64534287105004,0.8812916278839111,8.785089492797852,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
57,1.6377575254440309,0.8715965747833252,8.67587947845459,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
58,1.6130705092350641,0.8524433374404907,8.52445125579834,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
59,1.5931280627846718,0.8452872037887573,8.466246604919434,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
60,1.6060781784852345,0.8518630862236023,8.494921684265137,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
61,1.6150386957327525,0.8750640153884888,8.545607566833496,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
62,1.6025875330964725,0.8696686029434204,8.343923568725586,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
63,1.5998440611362457,0.8692247867584229,8.294161796569824,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
64,1.5965034621953964,0.8710579872131348,8.291369438171387,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
65,1.5949038728078206,0.8614969849586487,8.318888664245605,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
66,1.5531130590041478,0.8510703444480896,8.16811752319336,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
67,1.5151402960220972,0.8362365961074829,8.016705513000488,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
68,1.5227584926287334,0.8336612582206726,8.000908851623535,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
69,1.5028225345412891,0.8310120701789856,7.937827110290527,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
70,1.5031412689884505,0.8249240517616272,7.899389743804932,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
71,1.4688078378637632,0.8195705413818359,7.738424777984619,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
72,1.4948298465212186,0.8310868740081787,7.818867206573486,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
73,1.5173120607932409,0.822899580001831,7.823677062988281,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
74,1.4812778721253077,0.8140236139297485,7.677487373352051,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
75,1.4505648998419445,0.8218161463737488,7.657271385192871,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
76,1.4549316012859344,0.813411295413971,7.58791446685791,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
77,1.4837395060062408,0.809391438961029,7.622247219085693,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
78,1.504271622300148,0.8091149926185608,7.6204094886779785,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
79,1.4929369254906972,0.7999728322029114,7.5416131019592285,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
80,1.4912715150912603,0.8058874607086182,7.548623085021973,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
81,1.4914399498701096,0.796690046787262,7.487617492675781,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
82,1.47593880991141,0.795933187007904,7.471206188201904,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
83,1.4597459799051284,0.7952147126197815,7.510463237762451,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
84,1.4606290556987127,0.7921637892723083,7.551591873168945,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
85,1.446073818008105,0.786831259727478,7.44296407699585,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
86,1.4288154435157776,0.7812411785125732,7.40718936920166,3,150,10,500,10,0.0,1.0,False,10,False,0.01,1,5,300,2
