iter,loss_mean,MSE_val,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_max_depth,algo_lmbd,algo_S,algo_R
0,7.489912759600028,142.05783104142085,3,150,10,500,10,1.5,0,5,0.05,30,200
1,8.616144431329989,139.65911409652256,3,150,10,500,10,1.5,0,5,0.05,30,200
2,10.001088810105697,137.08599886388885,3,150,10,500,10,1.5,0,5,0.05,30,200
3,11.034858680379926,134.857809708998,3,150,10,500,10,1.5,0,5,0.05,30,200
4,11.382806418836577,132.55126455804267,3,150,10,500,10,1.5,0,5,0.05,30,200
5,12.462063778335459,132.01774214566422,3,150,10,500,10,1.5,0,5,0.05,30,200
6,12.666855974725912,129.91607274906534,3,150,10,500,10,1.5,0,5,0.05,30,200
7,13.87331388811328,126.79381238804184,3,150,10,500,10,1.5,0,5,0.05,30,200
8,14.636627018737808,126.5827731989943,3,150,10,500,10,1.5,0,5,0.05,30,200
9,15.0387349596584,126.16530368527582,3,150,10,500,10,1.5,0,5,0.05,30,200
10,16.127260232149403,124.33613487821809,3,150,10,500,10,1.5,0,5,0.05,30,200
11,17.118584474938697,122.36097947477906,3,150,10,500,10,1.5,0,5,0.05,30,200
12,18.515301004248457,118.5119040947953,3,150,10,500,10,1.5,0,5,0.05,30,200
13,18.02979010557294,119.15233904412761,3,150,10,500,10,1.5,0,5,0.05,30,200
14,19.25811906088788,118.19565862228204,3,150,10,500,10,1.5,0,5,0.05,30,200
15,20.67166359283535,118.89254386251662,3,150,10,500,10,1.5,0,5,0.05,30,200
16,21.417410322272687,115.27355272976703,3,150,10,500,10,1.5,0,5,0.05,30,200
17,21.877862727991157,114.75675390977507,3,150,10,500,10,1.5,0,5,0.05,30,200
18,22.676989586160744,113.88635170460273,3,150,10,500,10,1.5,0,5,0.05,30,200
19,23.310617731941097,114.98618649757137,3,150,10,500,10,1.5,0,5,0.05,30,200
20,23.722513572522754,114.51745297726991,3,150,10,500,10,1.5,0,5,0.05,30,200
21,24.262117687728423,113.00637266130084,3,150,10,500,10,1.5,0,5,0.05,30,200
22,24.882670125996874,111.547314394994,3,150,10,500,10,1.5,0,5,0.05,30,200
23,25.43487102742236,112.32403311642794,3,150,10,500,10,1.5,0,5,0.05,30,200
24,26.727432876738728,111.62940563634041,3,150,10,500,10,1.5,0,5,0.05,30,200
25,26.6289306372978,110.84821325200998,3,150,10,500,10,1.5,0,5,0.05,30,200
26,27.906932658867433,109.70086762112109,3,150,10,500,10,1.5,0,5,0.05,30,200
27,27.308944153442923,109.56999403243839,3,150,10,500,10,1.5,0,5,0.05,30,200
28,28.193339954408717,109.5944411883987,3,150,10,500,10,1.5,0,5,0.05,30,200
29,29.427789400437064,109.34762166636801,3,150,10,500,10,1.5,0,5,0.05,30,200
30,28.435547366263453,108.4711031860002,3,150,10,500,10,1.5,0,5,0.05,30,200
31,30.67027119575748,109.18736168367712,3,150,10,500,10,1.5,0,5,0.05,30,200
32,30.842361792229482,107.75882058432924,3,150,10,500,10,1.5,0,5,0.05,30,200
33,30.4558147303668,107.56731864195781,3,150,10,500,10,1.5,0,5,0.05,30,200
34,32.31626323722652,107.82407533367054,3,150,10,500,10,1.5,0,5,0.05,30,200
35,31.56920311134254,105.10530341193227,3,150,10,500,10,1.5,0,5,0.05,30,200
36,32.66200248043572,106.76269250664667,3,150,10,500,10,1.5,0,5,0.05,30,200
37,32.49740616592637,105.65681406626358,3,150,10,500,10,1.5,0,5,0.05,30,200
38,32.187403555863945,106.7221859863438,3,150,10,500,10,1.5,0,5,0.05,30,200
39,32.77975894748962,105.64483352598701,3,150,10,500,10,1.5,0,5,0.05,30,200
40,32.98668844700112,106.04156424730293,3,150,10,500,10,1.5,0,5,0.05,30,200
41,34.610800219336475,107.42013354297286,3,150,10,500,10,1.5,0,5,0.05,30,200
42,34.88571916616159,106.86035315373145,3,150,10,500,10,1.5,0,5,0.05,30,200
43,34.69119705139462,105.23546735579608,3,150,10,500,10,1.5,0,5,0.05,30,200
44,34.54811107473825,105.14020241707233,3,150,10,500,10,1.5,0,5,0.05,30,200
45,35.9286122310088,105.91924692545945,3,150,10,500,10,1.5,0,5,0.05,30,200
46,36.58122516522059,104.73537636696669,3,150,10,500,10,1.5,0,5,0.05,30,200
47,34.66376853777034,105.15850950700163,3,150,10,500,10,1.5,0,5,0.05,30,200
48,35.56979626943714,104.03106309142755,3,150,10,500,10,1.5,0,5,0.05,30,200
49,35.62607922689833,104.31577651757308,3,150,10,500,10,1.5,0,5,0.05,30,200
50,36.509491115750876,104.11515492774002,3,150,10,500,10,1.5,0,5,0.05,30,200
51,36.584563852958354,106.1513972341033,3,150,10,500,10,1.5,0,5,0.05,30,200
52,36.27828176050094,105.93016084014305,3,150,10,500,10,1.5,0,5,0.05,30,200
53,36.98336070359854,103.9482709498406,3,150,10,500,10,1.5,0,5,0.05,30,200
54,37.57282699961794,105.51296905009521,3,150,10,500,10,1.5,0,5,0.05,30,200
55,37.211368504901664,103.96039190013664,3,150,10,500,10,1.5,0,5,0.05,30,200
56,38.461426155004844,103.33824398331458,3,150,10,500,10,1.5,0,5,0.05,30,200
57,39.20006756765335,105.19168899275964,3,150,10,500,10,1.5,0,5,0.05,30,200
58,38.26314288899838,103.8893209354621,3,150,10,500,10,1.5,0,5,0.05,30,200
59,38.837455691058,104.01364848672047,3,150,10,500,10,1.5,0,5,0.05,30,200
60,39.0888526845361,105.75324401308588,3,150,10,500,10,1.5,0,5,0.05,30,200
61,38.48428657261057,102.965388235094,3,150,10,500,10,1.5,0,5,0.05,30,200
62,38.96155874090781,102.84689524547532,3,150,10,500,10,1.5,0,5,0.05,30,200
63,39.34159945698039,104.61195907064099,3,150,10,500,10,1.5,0,5,0.05,30,200
64,39.749965566949975,103.49407120625737,3,150,10,500,10,1.5,0,5,0.05,30,200
65,38.77333669306885,102.80651723831731,3,150,10,500,10,1.5,0,5,0.05,30,200
66,39.66819526370052,103.03971228082332,3,150,10,500,10,1.5,0,5,0.05,30,200
67,40.42967556877189,104.52419343405255,3,150,10,500,10,1.5,0,5,0.05,30,200
68,40.532241499098205,102.76325687332505,3,150,10,500,10,1.5,0,5,0.05,30,200
69,41.45492193402972,102.40385648708991,3,150,10,500,10,1.5,0,5,0.05,30,200
70,40.84998070895307,103.08110561077639,3,150,10,500,10,1.5,0,5,0.05,30,200
71,41.228643963205016,103.85003742908637,3,150,10,500,10,1.5,0,5,0.05,30,200
72,41.51476582459395,104.04773444872268,3,150,10,500,10,1.5,0,5,0.05,30,200
73,41.78327444759381,104.34539480470345,3,150,10,500,10,1.5,0,5,0.05,30,200
74,41.64670374856589,104.14606963755116,3,150,10,500,10,1.5,0,5,0.05,30,200
75,42.40925695966609,102.78435685018113,3,150,10,500,10,1.5,0,5,0.05,30,200
76,41.43628804108428,103.75697244960914,3,150,10,500,10,1.5,0,5,0.05,30,200
77,41.27638412474115,103.59232303257377,3,150,10,500,10,1.5,0,5,0.05,30,200
78,41.35105144476541,103.49389758904559,3,150,10,500,10,1.5,0,5,0.05,30,200
