iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8373873755335808,0.4138154983520508,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
1,0.35088675158719224,0.4884953498840332,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
2,0.25054233909274143,0.5023509860038757,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
3,0.22502068725104132,0.5169568061828613,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
4,0.14266512915492058,0.5330132246017456,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
5,0.13489881173397103,0.5380652546882629,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
6,0.1127688317404439,0.5458682775497437,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
7,0.13065212429501116,0.5490196347236633,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
8,0.09579581495684882,0.5615745782852173,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
9,0.08193829609081149,0.5624249577522278,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
10,0.0908448370367599,0.559973955154419,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
11,0.05935086286626756,0.5704282522201538,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
12,0.06626762408996001,0.570878267288208,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
13,0.08307546398524816,0.5657263994216919,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
14,0.038552166622442506,0.5743297338485718,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
15,0.04195438923003773,0.5801321268081665,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
16,0.07268302233812089,0.5724790096282959,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
17,0.07695858591857056,0.5731291770935059,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
18,0.02603080924988414,0.58753502368927,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
19,0.07293720624875277,0.5765305757522583,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
20,0.010850815631177587,0.5893858075141907,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
21,0.04082886685500853,0.5851340293884277,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
22,0.02518296815105714,0.5845838189125061,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
23,0.013269491534932362,0.5918867588043213,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
24,0.0427749289131801,0.5860344171524048,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
25,0.039563448726160765,0.5904362201690674,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
26,0.08312052967570101,0.5748299956321716,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
27,0.03142336316038078,0.5853841304779053,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
28,0.008367917340365238,0.5991896390914917,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
29,0.014021019657472303,0.5994397401809692,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,4,30,10
