iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9429727370540301,0.3942083716392517,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
1,0.6096036384503046,0.4181250035762787,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
2,0.42754533638556796,0.4490833282470703,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
3,0.275347723858431,0.4774167239665985,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
4,0.32519903771268827,0.4754583537578583,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
5,0.24055650791463754,0.4865416884422302,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
6,0.18057110521476716,0.5015833973884583,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
7,0.22407407026427487,0.48912501335144043,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
8,0.26648322422988713,0.4891666769981384,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
9,0.1632943958005247,0.5090834498405457,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
10,0.11113463179208338,0.5273751020431519,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
11,0.12915748544037342,0.5133334398269653,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
12,0.20251199804867306,0.49687501788139343,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
13,0.12660936561102668,0.5107917189598083,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
14,0.11123190093591499,0.5152084231376648,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
15,0.16092852510822317,0.5089583396911621,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
16,0.16071817298264554,0.5073750019073486,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
17,0.08454861422554434,0.5264583826065063,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
18,0.10872597510266739,0.5209166407585144,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
19,0.07811176818601477,0.5238749980926514,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
20,0.055645013252312005,0.5301666855812073,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
21,0.09481789287625968,0.5122083425521851,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
22,0.07265729762245125,0.5247083306312561,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
23,0.06276999770974119,0.5171666145324707,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
24,0.08920261322055012,0.5210416316986084,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
25,0.051793302554870024,0.5274583697319031,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
26,0.03132550337856325,0.546083390712738,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
27,0.06008274300499276,0.5300416946411133,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
28,0.037473692408336014,0.5373750925064087,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
29,0.014225285951397382,0.5500000715255737,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,4,30,10
