iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.728152334690094,0.453041672706604,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.34837285180886585,0.4867083430290222,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2036675582639873,0.5082082748413086,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.15518818081667027,0.5081250667572021,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.1316653018196424,0.5243750214576721,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.08283420648270597,0.528166651725769,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.09158229005212586,0.53083336353302,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.07608163168576236,0.5434583425521851,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.05484814404432351,0.5450416803359985,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.06593392234450828,0.5472917556762695,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.06026901236812895,0.5495001077651978,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.05176548885841233,0.549458384513855,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.03688562835062233,0.5569165945053101,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.013730198406847194,0.5580000281333923,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.02940325017940874,0.5596250295639038,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.032832400766589366,0.5619584321975708,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.016241661108021315,0.5645000338554382,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.006638744511292316,0.5667084455490112,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.04925638870433128,0.5659583210945129,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.02059300075052306,0.5730416774749756,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.059233478629418336,0.565083384513855,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.006112043673056178,0.5722500681877136,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.01288649468915537,0.5739166736602783,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.010779380669797925,0.5720001459121704,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.01591145842151794,0.5732917189598083,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.01784141622192692,0.5794166922569275,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.018198003398235112,0.5726250410079956,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.010932589999962753,0.5789999961853027,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.013606742434300637,0.5810000896453857,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.006634992782589204,0.5817500948905945,24,3,500,1000,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
