iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.6951154172420502,0.4593349099159241,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
1,0.26235781237483025,0.49589353799819946,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
2,0.13255248110120496,0.5043069124221802,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
3,0.09091908376043041,0.5095152854919434,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
4,0.08154513430781662,0.5263422131538391,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
5,0.05253690116417905,0.5314503908157349,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
6,0.08668208017479628,0.5336538553237915,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
7,0.041777526823959,0.5350561141967773,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
8,0.04469986859476194,0.5416667461395264,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
9,0.0238324217692328,0.5415666103363037,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
10,0.04989949430455454,0.5452724695205688,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
11,0.027351604696984094,0.548978328704834,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
12,0.0165800743852742,0.5530850291252136,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
13,0.013954894879134372,0.5527845025062561,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
14,0.019156469070973497,0.5546875,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
15,0.018838911685937394,0.5499800443649292,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
16,0.014708611037349328,0.559495210647583,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
17,0.00812816033915927,0.559495210647583,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
18,0.010190462834240558,0.5592949390411377,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
19,0.004145685971404116,0.5591947436332703,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
20,0.013899129849354116,0.5628005266189575,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
21,0.013360554536726946,0.5595954656600952,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
22,0.0028789746235512816,0.5610978603363037,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
23,0.008124573551564632,0.5640024542808533,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
24,0.01146609532831159,0.5650039911270142,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
25,0.008360801376208352,0.5639022588729858,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
26,0.002905629812933815,0.5645033121109009,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
27,0.00359097703039879,0.5635015964508057,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
28,0.004115010779059958,0.5656050443649292,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
29,0.003125497782699919,0.5658053159713745,24,1,500,1000,2,"(3, 32, 32)",10,0.01,0.99,12,30,10
