iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8434527193506559,0.4204583764076233,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
1,0.4642687663435936,0.45500004291534424,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
2,0.3780586278686921,0.4641667306423187,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
3,0.3626693608239293,0.47679170966148376,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
4,0.21186573275675377,0.5035417079925537,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
5,0.31771994521841407,0.48254168033599854,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
6,0.19140135512376824,0.5112500786781311,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
7,0.11407546633078407,0.5238750576972961,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
8,0.16176641848869622,0.5212917327880859,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
9,0.18546419548025975,0.5131250619888306,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
10,0.11459660828889658,0.5393333435058594,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
11,0.09985399178306882,0.5355417728424072,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
12,0.05774294045598557,0.5561667084693909,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
13,0.10629806078698796,0.5347083210945129,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
14,0.05662056251700657,0.5596250295639038,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
15,0.06822339496769321,0.549916684627533,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
16,0.09087859458910923,0.5465834140777588,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
17,0.10957548584944259,0.5388750433921814,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
18,0.03666581099969335,0.546541690826416,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
19,0.050852103799115866,0.5408334136009216,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
20,0.036266455625688344,0.5624585151672363,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
21,0.06645842758492411,0.5552917122840881,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
22,0.024629249916567158,0.5693750977516174,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
23,0.028670411571511067,0.5665833950042725,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
24,0.028580400273009825,0.565208375453949,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
25,0.03639059556007851,0.561625063419342,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
26,0.08481123819365166,0.5494583249092102,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
27,0.00745535119252357,0.5752917528152466,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
28,0.026110328612655092,0.5663750767707825,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
29,0.027510655163496267,0.5647916793823242,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,4,30,10
