iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.7252307285865148,0.45641666650772095,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
1,0.2400712507466475,0.4868750274181366,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
2,0.1170253682260712,0.4983333945274353,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
3,0.11865310984042783,0.5034999847412109,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
4,0.06446559280933191,0.5111250877380371,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
5,0.04524391272570938,0.5112916827201843,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
6,0.06246962631121278,0.5210834741592407,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
7,0.05446681931304435,0.5239166617393494,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
8,0.044975439843256027,0.5260000824928284,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
9,0.02324548699349786,0.5263750553131104,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
10,0.010363196711599207,0.5317083597183228,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
11,0.03001409285934642,0.5321667194366455,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
12,0.030235656449804083,0.5324583649635315,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
13,0.023601848719408736,0.5350416898727417,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
14,0.013755603761334593,0.5361666679382324,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
15,0.005102791066747159,0.5384167432785034,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
16,0.011096750657695035,0.5398750305175781,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
17,0.0032856946102886773,0.5410833358764648,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
18,0.005411555418201412,0.5415000319480896,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
19,0.004591594130033627,0.5400834083557129,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
20,0.0032710514642531052,0.5430000424385071,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
21,0.016388177435146645,0.5425416827201843,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
22,0.012184084822365548,0.5441667437553406,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
23,0.010060826146703524,0.5433750152587891,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
24,0.01035543979620949,0.5468333959579468,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
25,0.002375113983968428,0.5460834503173828,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
26,0.0036582102426715815,0.5460000038146973,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
27,0.016223190090386197,0.549666702747345,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
28,0.0031831494294844256,0.5509583353996277,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
29,0.004717580702466269,0.5507083535194397,24,3,500,1000,11,"(3, 32, 32)",10,0.01,0.99,16,30,10
