iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.6986632943153381,0.45453184843063354,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
1,0.2715548388659954,0.4855441749095917,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
2,0.13368098065257072,0.5030012130737305,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
3,0.08348424398961167,0.5059523582458496,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
4,0.09695184630497049,0.5125049948692322,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
5,0.08718765197166552,0.5216086506843567,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
6,0.050645145626428224,0.5268107056617737,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
7,0.04610313036634276,0.5263605713844299,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
8,0.05543501077530285,0.5320127606391907,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
9,0.05166760925203562,0.5378651022911072,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
10,0.04279979869412879,0.5399658679962158,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
11,0.023418283604163054,0.540716290473938,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
12,0.015007020333238566,0.5426170825958252,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
13,0.03866069298237562,0.5448179841041565,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
14,0.015483279930776916,0.5507702827453613,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
15,0.01762740873770478,0.5512204766273499,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
16,0.011261722257283205,0.5512704849243164,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
17,0.010046203703192683,0.5518207550048828,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
18,0.012777576732332818,0.5560224056243896,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
19,0.01104216770909261,0.5554221868515015,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
20,0.02308995113708079,0.5568727254867554,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
21,0.012510561226614906,0.5585232973098755,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
22,0.00738600034431632,0.5585734844207764,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
23,0.0067848097266202485,0.5591236352920532,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
24,0.0015876710531301796,0.5590736865997314,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
25,0.006586248765718968,0.5605742335319519,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
26,0.007870658577303402,0.561274528503418,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
27,0.005436609947840528,0.5597238540649414,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
28,0.020394934695408058,0.5590736865997314,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
29,0.0021358773519750684,0.5635753870010376,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,12,30,10
