iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.6849028741319975,0.4599359631538391,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
1,0.2226341956605514,0.49188703298568726,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
2,0.09269416239112616,0.4961939752101898,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
3,0.08214704653558631,0.5011018514633179,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
4,0.03309240176652869,0.5082131624221802,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
5,0.06074743908053885,0.5148237347602844,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
6,0.07425980948998283,0.5184294581413269,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
7,0.02759242131529997,0.5245392918586731,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
8,0.026507479487918317,0.5228365659713745,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
9,0.028011305422599737,0.525540828704834,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
10,0.02157616026427907,0.5306491255760193,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
11,0.013781147174692402,0.5320512652397156,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
12,0.01933069824978399,0.530949592590332,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
13,0.03521908439385394,0.5324519872665405,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
14,0.009524667718020888,0.5334535837173462,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
15,0.01776515897169399,0.5347557067871094,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
16,0.012229331681737676,0.5385617017745972,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
17,0.014861406840888472,0.5425681471824646,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
18,0.0044874733430333436,0.5377604365348816,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
19,0.004054151269277402,0.5375601649284363,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
20,0.0027703258383553475,0.5395632982254028,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
21,0.0030667339403104656,0.5399640202522278,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
22,0.02745152552233776,0.542067289352417,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
23,0.013429275628974816,0.5460736751556396,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
24,0.003963811340023919,0.5497797131538391,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
25,0.0020936824221280403,0.545673131942749,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
26,0.00425002099412571,0.5450721383094788,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
27,0.0014798884609869372,0.5441707372665405,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
28,0.004035600815162373,0.5488782525062561,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
29,0.0013741907653942083,0.5442708730697632,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,16,30,10
