iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.967254305879275,0.3073750138282776,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6877323786417644,0.36483335494995117,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6442961245775223,0.3763333559036255,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5699656506379445,0.39079171419143677,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4715848714113235,0.4096250534057617,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.384633516271909,0.4229167103767395,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3333012561003368,0.424083411693573,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2704801211754482,0.4310000538825989,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1935557574033737,0.4401666820049286,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1625068535407383,0.44166669249534607,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.0936212340990703,0.4438333511352539,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0471689874927204,0.4474583864212036,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0062708432475727,0.4491250514984131,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9687071368098259,0.44954174757003784,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9375766118367513,0.45008334517478943,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8992047483722369,0.4528333842754364,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8579681888222694,0.4531666934490204,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8229700153072675,0.4526250958442688,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7837912614146868,0.4569167494773865,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7521458740035692,0.45708343386650085,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7254915957649549,0.45879170298576355,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6955071563522021,0.45762503147125244,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6615999042987823,0.4592500925064087,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6393662119905154,0.45854172110557556,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6118431972960631,0.46008333563804626,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5807210467755795,0.4612083435058594,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.554331918557485,0.46041667461395264,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5327218559881052,0.4610000550746918,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.510395290950934,0.4628750681877136,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.48872513324022293,0.46383339166641235,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
