iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.964872921506564,0.3107917308807373,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.746773362159729,0.3372916877269745,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6456456432739894,0.37058335542678833,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.530305748184522,0.3920833468437195,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4596190949281056,0.40504175424575806,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4048131505648296,0.4111250340938568,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.344394326210022,0.4231667220592499,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.259436418612798,0.4324583411216736,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2211710910002391,0.4331250786781311,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1725132390856743,0.43908339738845825,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1151736627022426,0.4414167106151581,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0544406721989315,0.4491250216960907,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.01962211728096,0.44975003600120544,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9823037907481194,0.4507499933242798,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9393381178379059,0.45220839977264404,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9081186130642891,0.452958345413208,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8597212235132853,0.45566678047180176,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.831485149761041,0.4546249806880951,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7942058717211088,0.4565833806991577,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7685359865427017,0.45608335733413696,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7349607646465302,0.4593749940395355,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7001806621750196,0.45766669511795044,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6696362271904945,0.46029171347618103,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6386817072828611,0.4609166979789734,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6209977318843206,0.4596666991710663,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5918680081764857,0.4622083902359009,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5696288011968136,0.4627499282360077,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5390703889230887,0.4642084240913391,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5169703190525373,0.46491676568984985,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.49145230278372765,0.4655834138393402,24,4,500,1000,30.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
