iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9883181552092235,0.2849166989326477,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7256065756082535,0.343916654586792,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6376364330450695,0.36745840311050415,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5765961358944576,0.38075003027915955,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4335537999868393,0.4062083661556244,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.409924457470576,0.405750036239624,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.309416060646375,0.42154163122177124,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2658769662181537,0.4261667728424072,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1958784957726796,0.43258339166641235,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1620776082078617,0.4323333501815796,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.0938668722907703,0.4386667013168335,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0522881001234055,0.4427916705608368,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.001577300330003,0.4450833797454834,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9614931518832842,0.44725000858306885,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9225554168224335,0.44975003600120544,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8834124381343523,0.45137500762939453,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.847829133272171,0.4515416622161865,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8169101029634476,0.4546666741371155,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7764027838905653,0.45537495613098145,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7555619006355604,0.45491668581962585,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7117899159590403,0.45750004053115845,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6779219185312589,0.46004173159599304,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6492710386713346,0.46137499809265137,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6314677273233732,0.45758339762687683,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5994673719008764,0.4602917432785034,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5699119865894318,0.46129167079925537,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5482702826460203,0.460375040769577,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.522018930564324,0.4608749747276306,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.49190905317664146,0.4620833992958069,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.47082553803920746,0.46387502551078796,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
