iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.869448870420456,0.3372083902359009,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.602929209669431,0.3861250579357147,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.568854461113612,0.39129170775413513,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.3735700100660324,0.4399583339691162,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.3070502032836278,0.45087501406669617,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.2187404185533524,0.4663749933242798,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.1500848258535068,0.4750416874885559,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.1023061250646908,0.4852083623409271,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.0246318578720093,0.4927917420864105,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.9596085871259371,0.5006667375564575,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9193028584122658,0.5019583702087402,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.8633695021271706,0.5119584202766418,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.8258686314026514,0.5090000629425049,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.7829122145970663,0.5154584646224976,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.7405258317788442,0.5193749666213989,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7110330487291018,0.5219584703445435,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.6699650039275488,0.5237500667572021,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.6490400061011314,0.5241250395774841,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.610219269990921,0.5274167060852051,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.5817389637231827,0.5287083387374878,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.5569156644244989,0.5288333892822266,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5247994139790535,0.5310834050178528,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5000697610278925,0.5325833559036255,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.47643521676460904,0.5332916975021362,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.45231325924396515,0.5347918272018433,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.42926882952451706,0.5345417261123657,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.4071350134909153,0.5371251106262207,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.3847057099143664,0.5360000133514404,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.3647954637805621,0.5377916097640991,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.3491161527733008,0.5372916460037231,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
