iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.962311178445816,0.2717916965484619,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7155075917641323,0.3515833616256714,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7005488971869152,0.35350000858306885,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5761023809512456,0.3838333487510681,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.495842918753624,0.39370840787887573,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.394270325700442,0.41025006771087646,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3372274736563365,0.4196249842643738,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2718239029248555,0.4226667582988739,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.193649336695671,0.4311666488647461,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1454143598675728,0.4357500672340393,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.0996858924627304,0.4390416741371155,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0562780027588208,0.44204169511795044,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9980341096719106,0.44675004482269287,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9555945371588072,0.44991669058799744,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9275998945037524,0.4491667151451111,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8870918974280357,0.4513750672340393,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8344134042660395,0.45370838046073914,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8131193543473879,0.4553750455379486,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7884538595875105,0.45399996638298035,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7389333720008532,0.45879170298576355,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7265324791272482,0.45562511682510376,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6859744464357694,0.4582083821296692,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6617307017246882,0.46162503957748413,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6352140704790751,0.4597500264644623,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5989670567214489,0.46020838618278503,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5716475558777651,0.4632917642593384,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5540982199211916,0.4608333110809326,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5311197092135748,0.4623749852180481,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5025182788570722,0.46383342146873474,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.48137836903333664,0.46408331394195557,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
