iter,loss_mean,MSE_val,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_max_depth,algo_lmbd,algo_S,algo_R
0,0.06764607474684786,6.0354078303777685,3,150,10,500,2,0,0,10,0.05,30,200
1,0.0947445632758596,6.177844000922088,3,150,10,500,2,0,0,10,0.05,30,200
2,0.08235830646020018,6.040827245412813,3,150,10,500,2,0,0,10,0.05,30,200
3,0.13046523637563878,5.993314130658017,3,150,10,500,2,0,0,10,0.05,30,200
4,0.11719255722942544,6.093267158563384,3,150,10,500,2,0,0,10,0.05,30,200
5,0.11189696755660374,6.013990381797444,3,150,10,500,2,0,0,10,0.05,30,200
6,0.08551375216461052,6.1172868052848495,3,150,10,500,2,0,0,10,0.05,30,200
7,0.09867380612365126,6.09519281209107,3,150,10,500,2,0,0,10,0.05,30,200
8,0.10032086935042413,6.0362094943281654,3,150,10,500,2,0,0,10,0.05,30,200
9,0.11832128341150422,6.0926677257267645,3,150,10,500,2,0,0,10,0.05,30,200
10,0.10553280362672159,5.986980773175668,3,150,10,500,2,0,0,10,0.05,30,200
11,0.07798689526867882,6.077111026751984,3,150,10,500,2,0,0,10,0.05,30,200
12,0.08611671793098596,6.088936001203598,3,150,10,500,2,0,0,10,0.05,30,200
13,0.10514363778998424,6.099022388478626,3,150,10,500,2,0,0,10,0.05,30,200
14,0.10448386072218,6.16354009319487,3,150,10,500,2,0,0,10,0.05,30,200
15,0.07341791141827218,6.113743807002482,3,150,10,500,2,0,0,10,0.05,30,200
16,0.11310553702262624,6.065088672940903,3,150,10,500,2,0,0,10,0.05,30,200
17,0.09001935496074237,5.9839495812480115,3,150,10,500,2,0,0,10,0.05,30,200
18,0.0896574469439989,6.063990156179454,3,150,10,500,2,0,0,10,0.05,30,200
19,0.09524852387528172,5.979992463294761,3,150,10,500,2,0,0,10,0.05,30,200
20,0.08181237632032473,5.978202612137546,3,150,10,500,2,0,0,10,0.05,30,200
21,0.09990552175584157,6.079053826966517,3,150,10,500,2,0,0,10,0.05,30,200
22,0.09355549190409643,6.076420654713494,3,150,10,500,2,0,0,10,0.05,30,200
23,0.10459599833338835,6.030668009692746,3,150,10,500,2,0,0,10,0.05,30,200
24,0.08408732063554078,6.083167005373141,3,150,10,500,2,0,0,10,0.05,30,200
25,0.09283491388809285,6.094197914631407,3,150,10,500,2,0,0,10,0.05,30,200
26,0.09754096793319209,6.008525358116123,3,150,10,500,2,0,0,10,0.05,30,200
27,0.09800968550796664,5.989806595767728,3,150,10,500,2,0,0,10,0.05,30,200
28,0.11620942135462357,6.006228721933638,3,150,10,500,2,0,0,10,0.05,30,200
29,0.09451883171979818,5.999819427575626,3,150,10,500,2,0,0,10,0.05,30,200
30,0.10870709128593063,5.993193895113518,3,150,10,500,2,0,0,10,0.05,30,200
31,0.09303797706401085,6.095465176250356,3,150,10,500,2,0,0,10,0.05,30,200
32,0.10717064085251238,6.088941594570351,3,150,10,500,2,0,0,10,0.05,30,200
33,0.0925929428134991,6.027208805507551,3,150,10,500,2,0,0,10,0.05,30,200
34,0.0797461930280612,6.138112690707766,3,150,10,500,2,0,0,10,0.05,30,200
35,0.08864835375803631,5.9869320488518065,3,150,10,500,2,0,0,10,0.05,30,200
36,0.11610788078030296,6.001323142957892,3,150,10,500,2,0,0,10,0.05,30,200
37,0.11875146097182449,5.973900027692269,3,150,10,500,2,0,0,10,0.05,30,200
38,0.07416203969441777,6.032794708065816,3,150,10,500,2,0,0,10,0.05,30,200
39,0.09744727904727453,6.021877065508045,3,150,10,500,2,0,0,10,0.05,30,200
40,0.0765241727186561,5.978520556057626,3,150,10,500,2,0,0,10,0.05,30,200
41,0.10265337429493092,5.99258400309948,3,150,10,500,2,0,0,10,0.05,30,200
42,0.09562930712313648,6.043215034468269,3,150,10,500,2,0,0,10,0.05,30,200
43,0.1059119862396322,5.969543148830467,3,150,10,500,2,0,0,10,0.05,30,200
44,0.12050914910925385,6.032985677145976,3,150,10,500,2,0,0,10,0.05,30,200
45,0.0817374058426673,5.985881796250748,3,150,10,500,2,0,0,10,0.05,30,200
46,0.09637629685027288,5.968384895818808,3,150,10,500,2,0,0,10,0.05,30,200
47,0.09535505294177765,5.938068716107137,3,150,10,500,2,0,0,10,0.05,30,200
48,0.0906429849550372,5.988542697292082,3,150,10,500,2,0,0,10,0.05,30,200
49,0.076983622037856,6.0542090935816155,3,150,10,500,2,0,0,10,0.05,30,200
50,0.0935086444287212,5.969874332724026,3,150,10,500,2,0,0,10,0.05,30,200
51,0.10640410554964977,6.097324158940936,3,150,10,500,2,0,0,10,0.05,30,200
52,0.11954753261855387,6.015445468996416,3,150,10,500,2,0,0,10,0.05,30,200
53,0.10767139149365894,5.973991829251756,3,150,10,500,2,0,0,10,0.05,30,200
54,0.10208289237160766,6.0010971379590075,3,150,10,500,2,0,0,10,0.05,30,200
55,0.08101657415037415,6.005038415788345,3,150,10,500,2,0,0,10,0.05,30,200
56,0.09899401363130146,5.943085243763792,3,150,10,500,2,0,0,10,0.05,30,200
57,0.08356737708899029,5.949399665233627,3,150,10,500,2,0,0,10,0.05,30,200
58,0.09874889442258347,5.900079020154863,3,150,10,500,2,0,0,10,0.05,30,200
59,0.11929561859647136,5.965538441322987,3,150,10,500,2,0,0,10,0.05,30,200
60,0.08857309699976228,6.011934511678826,3,150,10,500,2,0,0,10,0.05,30,200
61,0.10165679001887284,5.968151041381212,3,150,10,500,2,0,0,10,0.05,30,200
62,0.10339146812499543,5.961073533657968,3,150,10,500,2,0,0,10,0.05,30,200
63,0.1049406394789749,6.051504176702909,3,150,10,500,2,0,0,10,0.05,30,200
64,0.12973695580964542,6.011628734376869,3,150,10,500,2,0,0,10,0.05,30,200
65,0.09369439892468098,5.978657856857934,3,150,10,500,2,0,0,10,0.05,30,200
66,0.10890731398021529,6.054420122774804,3,150,10,500,2,0,0,10,0.05,30,200
67,0.09041991665644826,5.972726092597211,3,150,10,500,2,0,0,10,0.05,30,200
68,0.12128866336531163,6.074988168546825,3,150,10,500,2,0,0,10,0.05,30,200
69,0.10094869859523158,5.960691696493777,3,150,10,500,2,0,0,10,0.05,30,200
70,0.09129610629822,5.860140392771812,3,150,10,500,2,0,0,10,0.05,30,200
71,0.09387862641921028,5.978712242541718,3,150,10,500,2,0,0,10,0.05,30,200
72,0.10343044151482911,5.911704412867643,3,150,10,500,2,0,0,10,0.05,30,200
73,0.11602263173836204,5.943353467437425,3,150,10,500,2,0,0,10,0.05,30,200
74,0.09946957146968567,5.939133417559506,3,150,10,500,2,0,0,10,0.05,30,200
75,0.09773659285235617,5.8895779200873,3,150,10,500,2,0,0,10,0.05,30,200
76,0.11077520841593849,6.037143299380111,3,150,10,500,2,0,0,10,0.05,30,200
77,0.10274936042438279,5.929236071420836,3,150,10,500,2,0,0,10,0.05,30,200
78,0.10757772361001446,6.000926011012308,3,150,10,500,2,0,0,10,0.05,30,200
79,0.10247914957700428,5.885539657811421,3,150,10,500,2,0,0,10,0.05,30,200
