iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.005444213747978,0.19951924681663513,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
1,1.4212809552748997,0.25050079822540283,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
2,1.1294812609752019,0.27734375,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
3,0.8531819706161817,0.3049880266189575,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
4,0.6229972752432028,0.314302921295166,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
5,0.3585652622083823,0.3441506624221802,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
6,0.3696008784075578,0.3357371985912323,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
7,0.21539044737194976,0.3606770932674408,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
8,0.20495683994765082,0.3604767322540283,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
9,0.14751259392748275,0.36648643016815186,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
10,0.11652893316932023,0.3712940812110901,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
11,0.08682760029720764,0.3800080418586731,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
12,0.0802154412958771,0.37600159645080566,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
13,0.09713659590731065,0.37690305709838867,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
14,0.06299587486622234,0.3820112645626068,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
15,0.07132786174770445,0.38451528549194336,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
16,0.06905935541726649,0.3854166865348816,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
17,0.07258689783823986,0.38291269540786743,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
18,0.05055295641068369,0.38822120428085327,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
19,0.05331047546739379,0.3928285539150238,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
20,0.03340269221613804,0.39312899112701416,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
21,0.042651008892183505,0.39082539081573486,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
22,0.03011086592838789,0.3982371985912323,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
23,0.04189814693139245,0.3930288255214691,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
24,0.019357608282007277,0.39663466811180115,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
25,0.0545189589029178,0.3898237347602844,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
26,0.04569229301220427,0.3909255266189575,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
27,0.025425097497645766,0.40184301137924194,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
28,0.0178387511211137,0.40004003047943115,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
29,0.021877031734523673,0.3984374701976776,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
30,0.02229938692956542,0.3958333432674408,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
31,0.021909332523743313,0.3965345025062561,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
32,0.011727748632741472,0.396334171295166,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
33,0.027266659793288756,0.3900240659713745,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
34,0.020817665907088667,0.3907252252101898,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
35,0.01495755979946504,0.39853763580322266,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
36,0.013102172854511688,0.39292871952056885,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
37,0.013690536434296519,0.39352965354919434,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
38,0.020648157980758697,0.3956329822540283,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
39,0.016678716773943354,0.39122599363327026,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
40,0.02752662420971319,0.389723539352417,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
41,0.013548347555721799,0.39252805709838867,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
42,0.017160543667462964,0.38922280073165894,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
43,0.010324662881127248,0.3909255266189575,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
44,0.011008715722709894,0.38671875,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
45,0.022199744281048577,0.3867188096046448,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
46,0.0142658157274127,0.38792070746421814,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
47,0.012502062580703447,0.3904246985912323,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
48,0.023147613702652354,0.3856169879436493,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
49,0.015371643530670553,0.39122599363327026,24,1,100,1000,0,"(3, 32, 32)",10,0.01,0.98,10,50,5
