iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.000455920894941,0.19417765736579895,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
1,1.7585977365573247,0.21488597989082336,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
2,1.5703862408796947,0.22674070298671722,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
3,1.3895607714851697,0.2374449372291565,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
4,1.2109246688584487,0.26300519704818726,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
5,0.9529458420972029,0.2751600444316864,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
6,0.7899809560428063,0.2848639488220215,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
7,0.5513403412575523,0.3128751218318939,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
8,0.3778285820347567,0.31947776675224304,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
9,0.28110393330765265,0.32252901792526245,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
10,0.25906801549717784,0.3294817805290222,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
11,0.18419631066111228,0.3365345895290375,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
12,0.17271334829274565,0.3345838189125061,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
13,0.18435565700444081,0.3435373902320862,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
14,0.1926434482447803,0.33933573961257935,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
15,0.17674550790494928,0.3438875377178192,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
16,0.15120886052803448,0.3504902124404907,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
17,0.11390699970070273,0.3557923436164856,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
18,0.07107392510321613,0.35969385504722595,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
19,0.10562913996788363,0.35604244470596313,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
20,0.09320961183402687,0.356792688369751,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
21,0.0954799863199393,0.3578431308269501,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
22,0.05639299866743386,0.3606942594051361,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
23,0.05106905187130906,0.3597438931465149,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
24,0.052241857134504244,0.36649662256240845,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
25,0.05052195520450672,0.3701980710029602,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
26,0.0357666882337071,0.3641456365585327,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
27,0.07627626207734768,0.3618447482585907,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
28,0.04753453589122122,0.36724692583084106,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
29,0.05603003985985803,0.36849743127822876,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
30,0.08675002498785034,0.3579932153224945,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
31,0.04460395941471992,0.3662964999675751,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
32,0.015438792392766723,0.37159866094589233,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
33,0.05102686663546289,0.3710983991622925,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
34,0.02610096721521889,0.3730992078781128,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
35,0.039509868705257155,0.37304922938346863,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
36,0.020682179999615375,0.37600037455558777,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
37,0.012697148452086063,0.37454983592033386,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
38,0.01698961923830211,0.374249666929245,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
39,0.0204556073100927,0.3708483576774597,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
40,0.019528822992773105,0.375,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
41,0.009148174111032858,0.37610048055648804,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
42,0.01304678803232188,0.3747498691082001,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
43,0.021161866054171696,0.3723489046096802,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
44,0.030875510012265295,0.37149864435195923,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
45,0.0332595935712258,0.3733993470668793,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
46,0.03241188305158479,0.371748685836792,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
47,0.031185138407939423,0.36944779753685,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
48,0.022119918789636966,0.37099847197532654,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
49,0.015121031348826364,0.37725090980529785,24,2,100,1000,4,"(3, 32, 32)",10,0.02,0.98,10,50,5
