iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.0216386169195175,0.1888333410024643,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
1,1.776305690407753,0.21033334732055664,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
2,1.6434412449598312,0.21541669964790344,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
3,1.561050146818161,0.22462503612041473,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
4,1.1982500553131104,0.25208336114883423,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
5,1.1005467089513938,0.25716671347618103,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
6,0.8100714093695084,0.27533334493637085,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
7,0.6889076495232681,0.28562504053115845,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
8,0.3759760852747907,0.31662505865097046,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
9,0.5051056547090411,0.3009167015552521,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
10,0.26395365805365145,0.32179170846939087,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
11,0.3005369153106585,0.3175416886806488,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
12,0.30240477924235165,0.31425002217292786,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
13,0.21803331933915615,0.32366666197776794,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
14,0.12684994140484682,0.3332917094230652,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
15,0.10169266936524461,0.33379170298576355,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
16,0.12057743273908272,0.3370416760444641,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
17,0.1892658477105821,0.32850003242492676,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
18,0.08016885883019616,0.33929166197776794,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
19,0.0612526658611993,0.3408333659172058,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
20,0.06145229681472605,0.34191668033599854,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
21,0.06842298367215942,0.3446250557899475,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
22,0.06936858759339277,0.34529170393943787,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
23,0.07054968380058806,0.3461667001247406,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
24,0.07177949100150727,0.3471667170524597,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
25,0.03401250559060524,0.3517499566078186,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
26,0.09643340894641976,0.343291699886322,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
27,0.038858611146376155,0.35337501764297485,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
28,0.06823758905132611,0.35216665267944336,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
29,0.06729123188415542,0.3477916717529297,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
30,0.030399048031540588,0.35462504625320435,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
31,0.012735727766994387,0.35454171895980835,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
32,0.020819236155754577,0.35466670989990234,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
33,0.029411741998046637,0.3556249737739563,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
34,0.03347695339471102,0.35383331775665283,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
35,0.032267152613106496,0.3537083566188812,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
36,0.04579664305977834,0.35079166293144226,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
37,0.029433095953815307,0.3555416762828827,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
38,0.028414877665151533,0.3582083582878113,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
39,0.013497625642533725,0.3568750321865082,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
40,0.009767558047315106,0.35858339071273804,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
41,0.035213135716427736,0.3538333773612976,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
42,0.01750921934338597,0.36016666889190674,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
43,0.030133717315038666,0.3604583144187927,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
44,0.01572239480447024,0.35850000381469727,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
45,0.024811454728478566,0.35620832443237305,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
46,0.011721441250604888,0.35837504267692566,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
47,0.029101952658190083,0.361916720867157,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
48,0.03931879721737156,0.35758334398269653,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
49,0.01209348282039476,0.3606249988079071,24,3,100,1000,7,"(3, 32, 32)",10,0.02,0.98,10,50,5
