iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.249183257420858,0.20241668820381165,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
1,1.8157629768053691,0.3629166781902313,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
2,1.5135133763154347,0.4126666784286499,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
3,1.4249637126922607,0.4227500557899475,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
4,1.2968372801939647,0.44533342123031616,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
5,1.1554301877816517,0.4722500443458557,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
6,1.03305118282636,0.4942500591278076,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
7,0.9608802696069082,0.4946666955947876,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
8,0.8507400552431742,0.518250048160553,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
9,0.7796625196933746,0.5265000462532043,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
10,0.7531882673501968,0.5265833735466003,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
11,0.6723742783069611,0.5323334336280823,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
12,0.6126871903737386,0.5353333950042725,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
13,0.5533605764309565,0.5388333797454834,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
14,0.5272686605652174,0.5381667017936707,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
15,0.4701058939099312,0.5430833697319031,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
16,0.4279341399669647,0.5415000915527344,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
17,0.39022407432397205,0.546083390712738,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
18,0.35339118788639706,0.5455833673477173,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
19,0.3336487064758937,0.5480834245681763,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
20,0.2966184541583061,0.5470833778381348,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
21,0.2709943043688933,0.5500833988189697,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
22,0.24308512484033903,0.5503333806991577,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
23,0.2208215370774269,0.5500833988189697,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
24,0.19772796457012495,0.5520833730697632,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
25,0.1797736113270124,0.5522500872612,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
26,0.16052754347523054,0.5520833730697632,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
27,0.15326742641627789,0.5555000305175781,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
28,0.1369523952404658,0.5540833473205566,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
29,0.12583323195576668,0.5554167032241821,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
30,0.11183523200452328,0.5569167137145996,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
31,0.1032352652400732,0.5572500824928284,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
32,0.09337374816338222,0.5583333969116211,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
33,0.08541786298155785,0.5592500567436218,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
34,0.07802616308132808,0.5571666955947876,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
35,0.07122420395414035,0.5565000772476196,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
36,0.06632943420360486,0.5558333396911621,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
37,0.059755427141984306,0.5571666955947876,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
38,0.05651814118027687,0.5575833916664124,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
39,0.05302289531876644,0.5590833425521851,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
40,0.049912660693128906,0.5589166879653931,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
41,0.04605448835839828,0.5599167346954346,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
42,0.04278997611254454,0.5585000514984131,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
43,0.04061694645012418,0.5587500333786011,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
44,0.038055801608910166,0.5595000386238098,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
45,0.03584676639487346,0.5577501058578491,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
46,0.033690573181957006,0.5584167242050171,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
47,0.03215701396887501,0.5585000514984131,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
48,0.029840643362452585,0.5584167242050171,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
49,0.028714214141170185,0.5588333606719971,12,2,3,"(3, 32, 32)",10,0.05,0.98,11,50,5
