iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.278851250807444,0.1885833442211151,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
1,2.0867480436960855,0.2382500171661377,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
2,1.922632247209549,0.3202500343322754,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
3,1.8491705457369487,0.32191669940948486,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
4,1.7210920651753743,0.3488333821296692,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
5,1.656642585992813,0.35433337092399597,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
6,1.5561042825380962,0.37408336997032166,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
7,1.4291594525178273,0.40558338165283203,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
8,1.323745220899582,0.4166666269302368,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
9,1.2828169862429302,0.41933339834213257,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
10,1.235773394505183,0.41950005292892456,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
11,1.2317211131254833,0.41325005888938904,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
12,1.0822857071955998,0.4397500157356262,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
13,1.0160570989052455,0.44433337450027466,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
14,0.9941669056812922,0.43825000524520874,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
15,0.8632303575674692,0.45358335971832275,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
16,0.8348783900340399,0.45500001311302185,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
17,0.8078708449999491,0.4574166536331177,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
18,0.7777544558048248,0.4515000581741333,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
19,0.7009426802396774,0.46141672134399414,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
20,0.6443903197844824,0.4670834243297577,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
21,0.6354658355315527,0.46133336424827576,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
22,0.5675757055481275,0.4709166884422302,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
23,0.5290504867831866,0.4715833365917206,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
24,0.49137405306100845,0.47416675090789795,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
25,0.46445589264233905,0.47458335757255554,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
26,0.44357576221227646,0.47466668486595154,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
27,0.4207530543208122,0.4737500548362732,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
28,0.38147325317064923,0.4765000343322754,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
29,0.36405565838019055,0.4736666679382324,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
30,0.3279978136221568,0.4752500057220459,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
31,0.3012469249467055,0.47700005769729614,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
32,0.28510135039687157,0.47800004482269287,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
33,0.27022799973686534,0.4761667251586914,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
34,0.24324375142653784,0.4773333668708801,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
35,0.22726905594269434,0.4764999747276306,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
36,0.2098159802456697,0.47708338499069214,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
37,0.1963221294184526,0.4801666736602783,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
38,0.1797139005114635,0.479000061750412,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
39,0.16560481674969196,0.47966668009757996,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
40,0.15947116973499456,0.4775833785533905,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
41,0.1400948322067658,0.48250001668930054,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
42,0.13169371274610361,0.4788333773612976,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
43,0.12017529954512914,0.4806666970252991,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
44,0.11316991100708644,0.47950005531311035,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
45,0.1055948305875063,0.4779166877269745,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
46,0.09654165773342054,0.47999998927116394,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
47,0.08957593018809955,0.4780833423137665,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
48,0.0855508828535676,0.48133334517478943,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
49,0.08069654492040475,0.479083389043808,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
