iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.2676610350608826,0.1811724752187729,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
1,1.7624854644139607,0.3936574459075928,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
2,1.4577385981877644,0.4668867290019989,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
3,1.2973738014698029,0.48279309272766113,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
4,1.1457219223181407,0.5161064863204956,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
5,1.0402470032374065,0.5420167446136475,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
6,0.9437574446201324,0.5564225912094116,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
7,0.8470089137554169,0.57062828540802,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
8,0.7891885340213776,0.5768307447433472,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
9,0.7206794222195944,0.5852341055870056,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
10,0.6482823093732198,0.598739504814148,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
11,0.5901233578721682,0.6007403135299683,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
12,0.5409404287735621,0.6081432700157166,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
13,0.482761171956857,0.6143457889556885,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
14,0.4560580253601074,0.617447018623352,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
15,0.4009733870625496,0.6220488548278809,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
16,0.3620125452677409,0.6245498657226562,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
17,0.32642362266778946,0.6249499320983887,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
18,0.2989651101330916,0.6264505982398987,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
19,0.26832232996821404,0.6294517517089844,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
20,0.24316912641127905,0.6292516589164734,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
21,0.21809229254722595,0.6302521228790283,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
22,0.1985256572564443,0.6285513639450073,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
23,0.1735784945388635,0.633253276348114,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
24,0.15882221423089504,0.6302520632743835,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
25,0.14157376624643803,0.6300520300865173,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
26,0.1262271994103988,0.6319527626037598,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
27,0.11227381726106007,0.632152795791626,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
28,0.10142158903181553,0.6321528553962708,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
29,0.09033891310294469,0.6333533525466919,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
30,0.0825416079411904,0.633453369140625,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
31,0.07156018478175004,0.6350539922714233,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
32,0.06612518181403478,0.6323529481887817,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
33,0.059458725775281586,0.6339535713195801,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
34,0.05311458992461363,0.6333533525466919,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
35,0.048356532119214535,0.633853554725647,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
36,0.04389942965159813,0.6335535049438477,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
37,0.0416641877964139,0.6352541446685791,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
38,0.03759962956731518,0.6357543468475342,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
39,0.03441015056644877,0.6355541944503784,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
40,0.03151212182516853,0.6350539922714233,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
41,0.02931282777960102,0.6373549699783325,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
42,0.026976484184463818,0.6350539922714233,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
43,0.02483945619314909,0.6368547677993774,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
44,0.02395686615879337,0.6366546154022217,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
45,0.022170981237043936,0.6374549865722656,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
46,0.02096103512061139,0.6367546319961548,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
47,0.019781580350051325,0.6377550959587097,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
48,0.018446212401613593,0.6373549699783325,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
49,0.017374151308710378,0.6372548937797546,12,1,1,"(3, 32, 32)",10,0.06,0.98,11,50,5
