iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.286374568939209,0.14600001275539398,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
1,1.9546099106470745,0.280666708946228,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
2,1.8538616398970287,0.3150833547115326,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
3,1.7279755771160126,0.3411667048931122,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
4,1.5761555035909016,0.38175004720687866,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
5,1.674149602651596,0.3450833559036255,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
6,1.428044060866038,0.39516669511795044,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
7,1.3706181347370148,0.3971666991710663,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
8,1.212751676638921,0.4251667857170105,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
9,1.1348758240540822,0.42741668224334717,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
10,1.0627719908952713,0.4344167113304138,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
11,1.0790521502494812,0.42216670513153076,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
12,0.9642045199871063,0.4384166896343231,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
13,0.9228802224000295,0.42875003814697266,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
14,0.810543566942215,0.4534166753292084,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
15,0.7613615890343984,0.45225006341934204,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
16,0.7361108163992564,0.44958338141441345,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
17,0.6427431503931681,0.46250003576278687,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
18,0.6104809020956358,0.45991671085357666,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
19,0.5714521134893099,0.46508336067199707,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
20,0.5409565096100172,0.4595832824707031,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
21,0.5260673190156618,0.45608335733413696,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
22,0.46759654581546783,0.45875006914138794,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
23,0.4339089145263036,0.46400004625320435,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
24,0.39382536709308624,0.46700000762939453,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
25,0.3639009048541387,0.46391671895980835,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
26,0.3346542418003082,0.46549999713897705,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
27,0.30757953971624374,0.46916669607162476,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
28,0.2962965468565623,0.4649166762828827,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
29,0.2705455869436264,0.46791669726371765,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
30,0.2463310124973456,0.46925005316734314,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
31,0.22425969938437143,0.47025007009506226,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
32,0.20255941525101662,0.46916669607162476,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
33,0.1840416913231214,0.4701666831970215,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
34,0.172162393728892,0.4750833213329315,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
35,0.16177122419079146,0.47224998474121094,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
36,0.15243644391496977,0.4686667323112488,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
37,0.13969351972142854,0.4721667170524597,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
38,0.12719324106971422,0.4715833365917206,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
39,0.11965002119541168,0.47416672110557556,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
40,0.10975847331186135,0.4697500467300415,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
41,0.09871684697767098,0.4732500910758972,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
42,0.09263573649028937,0.47458338737487793,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
43,0.08821560038874547,0.47666674852371216,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
44,0.07947310929497083,0.47458338737487793,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
45,0.07396313268691301,0.476166695356369,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
46,0.06965475032726924,0.47483333945274353,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
47,0.06598999444395304,0.47458335757255554,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
48,0.06140983042617639,0.47558340430259705,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
49,0.056812483817338943,0.47800004482269287,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
