iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,95.57289,98.50114440917969,9.880979537963867,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
1,88.473114,92.32747650146484,9.273759841918945,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
2,81.871735,86.558349609375,8.698495864868164,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
3,75.82652,81.2657699584961,8.172015190124512,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
4,70.254555,76.23925018310547,7.674044609069824,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
5,65.12693,71.53973388671875,7.208371639251709,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
6,60.298424,67.2572021484375,6.781324863433838,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
7,55.965984,63.22527313232422,6.379714488983154,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
8,51.885605,59.472320556640625,6.00467586517334,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
9,48.106712,55.91345977783203,5.65059757232666,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
10,44.65793,52.56215286254883,5.318596363067627,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
11,41.479565,49.45171356201172,5.009068012237549,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
12,38.536877,46.573856353759766,4.72120475769043,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
13,35.754322,43.917198181152344,4.455700397491455,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
14,33.199074,41.330936431884766,4.196577548980713,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
15,30.77944,38.83897018432617,3.9483602046966553,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
16,28.590258,36.564090728759766,3.7213022708892822,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
17,26.59189,34.52439498901367,3.516873359680176,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
18,24.72225,32.546058654785156,3.3192055225372314,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
19,22.9989,30.74956512451172,3.1383652687072754,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
20,21.375507,28.98877716064453,2.9622902870178223,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
21,19.915514,27.410463333129883,2.8030645847320557,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
