iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,95.76716,98.5849838256836,9.894610404968262,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
1,88.57002,92.30554962158203,9.272025108337402,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
2,82.01914,86.47297668457031,8.693839073181152,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
3,75.87343,81.1104507446289,8.163263320922852,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
4,70.18543,76.02471160888672,7.659018039703369,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
5,65.07719,71.62769317626953,7.220401287078857,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
6,60.396362,67.28912353515625,6.788954734802246,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
7,55.93741,63.28125762939453,6.391393184661865,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
8,51.944393,59.619544982910156,6.026888370513916,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
9,48.209538,56.09421920776367,5.675789833068848,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
10,44.722652,52.869834899902344,5.353325366973877,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
11,41.49452,49.64128494262695,5.0319132804870605,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
12,38.580822,46.73151397705078,4.74104118347168,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
13,35.74719,43.97402572631836,4.465180397033691,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
14,33.21565,41.44898223876953,4.212661266326904,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
15,30.882738,39.055702209472656,3.9733126163482666,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
16,28.732868,36.84445571899414,3.7519772052764893,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
17,26.723238,34.69013214111328,3.536149501800537,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
18,24.848688,32.69099426269531,3.336071014404297,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
19,23.126514,30.876142501831055,3.1541025638580322,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
20,21.525663,29.138002395629883,2.9788737297058105,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
21,20.036871,27.53095817565918,2.8172078132629395,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
22,18.66808,25.9876708984375,2.662034034729004,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
23,17.414036,24.588029861450195,2.521044969558716,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
24,16.20827,23.215309143066406,2.3821663856506348,2,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
