iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9498260120550791,0.4344167113304138,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
1,0.49626027047634125,0.4550417363643646,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
2,0.38631410834689933,0.4679167866706848,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
3,0.28933218990763027,0.468791663646698,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
4,0.26057605383296806,0.4751666486263275,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
5,0.1644223571444551,0.48737502098083496,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
6,0.12069771842410167,0.49558335542678833,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
7,0.08377378511553009,0.4954167306423187,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
8,0.10859820471766095,0.49424999952316284,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
9,0.12871962071706852,0.49387499690055847,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
10,0.08454463118687272,0.4988333582878113,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
11,0.07623050385154784,0.5043333768844604,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
12,0.09371318097691983,0.4987499713897705,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
13,0.06692560998878132,0.5023750066757202,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
14,0.05283875697447608,0.4971667230129242,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
15,0.04808805184438825,0.501833438873291,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
16,0.05594603177936127,0.49775004386901855,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
17,0.046588140015956014,0.5003750324249268,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
18,0.02485514315776527,0.502416729927063,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
19,0.03492545906919986,0.5018750429153442,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
20,0.02107481031756227,0.5003333687782288,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
21,0.03161120738756532,0.4955833852291107,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
22,0.03281459768186323,0.502666711807251,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
23,0.016635764884995297,0.5052500367164612,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
24,0.030295823545505602,0.49937495589256287,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
25,0.010308700167418769,0.500166654586792,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
26,0.01278286570838342,0.502291738986969,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
27,0.023279768802846473,0.49666666984558105,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
28,0.008320374850882217,0.5021251440048218,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
29,0.026570536574581638,0.49708330631256104,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
