iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.6942311599850655,0.5130208730697632,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
1,0.28991788749893505,0.538762092590332,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
2,0.1826845615481337,0.5599961280822754,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
3,0.11673997311542432,0.5734175443649292,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
4,0.09277719430004557,0.5857372283935547,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
5,0.0658616217939804,0.5903447270393372,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
6,0.05721822000729541,0.59765625,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
7,0.047658385786538325,0.5997596979141235,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
8,0.03912844730075449,0.6025640964508057,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
9,0.030822094529867172,0.6080729365348816,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
10,0.028874724734729778,0.6115785837173462,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
11,0.026682396613371868,0.6131811141967773,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
12,0.016584851798446227,0.6135818362236023,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
13,0.019476251618470997,0.6229968070983887,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
14,0.01576252669716875,0.6228966116905212,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
15,0.014118309986467162,0.6247997283935547,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
16,0.010894097319881743,0.6253004670143127,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
17,0.00998776163517808,0.6247997283935547,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
18,0.008759956147211293,0.6261018514633179,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
19,0.007173231987205024,0.6278045177459717,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
20,0.009944544867418395,0.6262019872665405,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
21,0.006827366257008786,0.6280048489570618,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
22,0.005649011072819121,0.627203643321991,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
23,0.0053824236820219085,0.6323117017745972,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
24,0.004891700460575521,0.6309095025062561,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
25,0.004048255073333469,0.6336139440536499,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
26,0.003655890550968858,0.6330128908157349,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
27,0.002436080622525575,0.631911039352417,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
28,0.0023102531801365935,0.6287059187889099,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
29,0.002651292772497982,0.6295072436332703,24,1,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
