iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.7113859504461288,0.49969956278800964,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
1,0.3053206956634919,0.5368590354919434,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
2,0.18120641416559616,0.5569913387298584,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
3,0.13098879344761372,0.5700120329856873,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
4,0.09379161894321442,0.580829381942749,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
5,0.06955522772235175,0.5889424085617065,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
6,0.06543596290672819,0.5956530570983887,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
7,0.05226638323316971,0.6001602411270142,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
8,0.039655349450185895,0.6036659479141235,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
9,0.028269051884611446,0.6033654808998108,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
10,0.02952062264860918,0.6074719429016113,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
11,0.02019287059859683,0.6117788553237915,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
12,0.018018204000933718,0.6101762652397156,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
13,0.018900577949049573,0.6105769872665405,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
14,0.018041790249602247,0.618990421295166,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
15,0.016725668974686414,0.6186898946762085,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
16,0.012502935850837579,0.6187901496887207,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
17,0.009488066144209975,0.6234975457191467,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
18,0.008531926801272979,0.6197916865348816,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
19,0.00917142781933459,0.6236979365348816,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
20,0.00685088403406553,0.6229968070983887,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
21,0.005724328046198934,0.6226963996887207,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
22,0.006655283427486817,0.626502513885498,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
23,0.0063279608099643765,0.6274039149284363,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
24,0.005578468621630843,0.6261017322540283,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
25,0.0070380594552261755,0.6311098337173462,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
26,0.003920338708364095,0.6284054517745972,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
27,0.0034321309358347207,0.6322115659713745,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
28,0.0034026456996798515,0.628605842590332,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
29,0.002661803208563166,0.6281049847602844,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
