iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9502842376629511,0.42358332872390747,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.48856693257888156,0.44816672801971436,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.36627364220718545,0.4559583365917206,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.3032294412453969,0.4647499918937683,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.24154585351546606,0.46812504529953003,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.2009851634502411,0.4752083420753479,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.206323127883176,0.47058337926864624,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.15094561067720255,0.4753750264644623,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.12021730126192172,0.48491668701171875,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.11982570278147857,0.47995835542678833,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.11940008712311585,0.4787500500679016,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.1120031524139146,0.48075002431869507,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.08312671336655815,0.4865417182445526,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.08928915625438094,0.47854167222976685,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.0973273478448391,0.47566673159599304,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.07233524687277774,0.4784584045410156,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.06934419798199087,0.4801250398159027,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.06774065930706759,0.4795001149177551,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.07090282680777212,0.4814583957195282,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.0503668449819088,0.4831666946411133,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.062839618884027,0.4774583578109741,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.04354445465529958,0.48374998569488525,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.03476785321254283,0.48479169607162476,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.04371477651875466,0.4815833270549774,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.03609163494547829,0.4830416142940521,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.039219130975349493,0.4868750274181366,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.027428867450604837,0.4879583716392517,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.03309557699443152,0.48612499237060547,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.029973178500464808,0.48266667127609253,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.02316976540411512,0.48733338713645935,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
