iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.7109015906850497,0.5120192766189575,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.3174041621387005,0.5546875,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.19772623603542647,0.5742188692092896,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.14674179162830114,0.5868390202522278,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.11180479265749454,0.6014623641967773,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.08510159964983662,0.609074592590332,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.07956617884337902,0.6193910837173462,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.06658832899605234,0.6212940812110901,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.05349550504858295,0.6321114301681519,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.045012315812831126,0.6308093070983887,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.04179127607494593,0.6375200748443604,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.034767360581705965,0.637319803237915,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.03020915947854519,0.6397235989570618,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.025746276291708153,0.6416265964508057,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.026729680753002565,0.6479367017745972,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.023613149610658486,0.6493390202522278,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.01946818339638412,0.6546474695205688,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.016453694882026564,0.653245210647583,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.015656605440502364,0.6547476053237915,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.014791975321713835,0.6546474695205688,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.012925736606121063,0.6572515964508057,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.011443651921581477,0.6594551801681519,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.010919923544861376,0.6609575748443604,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.010615485720336437,0.6595553159713745,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.00886746288354819,0.6608573794364929,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.008701265576140335,0.664663553237915,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.007076105539454147,0.6618589758872986,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.0068182577670086175,0.6644631624221802,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.006757155215988557,0.6648638248443604,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.005272537508668999,0.6632612943649292,24,1,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
