iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9080115358034769,0.43416672945022583,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.5005176737904549,0.4504583775997162,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.3825442027300596,0.46845829486846924,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.330879391481479,0.47066670656204224,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.25418523388604325,0.47729167342185974,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.21008362993597984,0.484000027179718,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.19573909727235636,0.47791677713394165,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.14811584958806634,0.48245832324028015,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.14250394562259316,0.4884999990463257,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.14737566746771336,0.48729169368743896,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.13670925811553994,0.4887499511241913,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.10006060358136892,0.49254167079925537,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.09233284299261868,0.4972084164619446,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.11668111461525162,0.4946250915527344,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.08482637628912926,0.49950000643730164,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.07839527889154851,0.4945417046546936,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.08123539582205315,0.49391669034957886,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.07299645687453449,0.4918751120567322,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.06732608381814013,0.4967917203903198,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.06898259856582929,0.48895835876464844,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.04923041118308902,0.49529170989990234,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.0592409505819281,0.4947083592414856,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.04973248733828465,0.4937083423137665,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.05644482444040477,0.49145838618278503,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.03758903918787837,0.49508339166641235,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.052501553223313145,0.49133333563804626,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.042172664466003575,0.4922499358654022,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.034276912066464625,0.4944167137145996,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.040759590784242995,0.4908333420753479,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.028942933393409476,0.4915000796318054,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
