iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.542004923025767,0.35074031352996826,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
1,1.011285459001859,0.41006404161453247,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
2,0.7596481864651045,0.4235694408416748,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
3,0.4013690712551276,0.48449382185935974,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
4,0.2954428798208634,0.49929970502853394,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
5,0.22709779689709345,0.511904776096344,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
6,0.2109273448586464,0.5132052898406982,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
7,0.13527147999654213,0.5352140665054321,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
8,0.12341307817647855,0.5269107222557068,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
9,0.12294582168882091,0.5282112956047058,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
10,0.07445934740826488,0.5434173941612244,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
11,0.11595604770506422,0.5418167114257812,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
12,0.10999507402690749,0.5494197607040405,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
13,0.02831317523183922,0.5550220608711243,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
14,0.02611515865040322,0.5415166020393372,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
15,0.04744553845375776,0.5559223890304565,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
16,0.021031350673486788,0.5574229955673218,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
17,0.030456023911635082,0.5602241158485413,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
18,0.01043686942042162,0.5563225150108337,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
19,0.11199933387494336,0.545918345451355,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
20,0.020384995033964515,0.5693277716636658,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
21,0.022604156207914155,0.5652260780334473,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
22,0.010202762127543489,0.5667266845703125,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
23,0.005814658477902412,0.5690276026725769,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
24,0.0372331464701953,0.5624249577522278,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
25,0.02348681267661353,0.570428192615509,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
26,0.013704965783593556,0.5709283351898193,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
27,0.010019542726998528,0.5670267939567566,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
28,0.02798436056279267,0.5674269795417786,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
29,0.014486168453004211,0.5723289847373962,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
30,0.0051525760791264474,0.5709283947944641,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
31,0.022721203238082428,0.57492995262146,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
32,0.02096850480302237,0.5748298764228821,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
33,0.02918213179994685,0.5724289417266846,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
34,0.022036154123876866,0.5721288919448853,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
35,0.015650166518753394,0.5781311988830566,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
36,0.015184210661876326,0.5784313082695007,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
37,0.0051445941110917675,0.5814325213432312,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
38,0.0037487448522976288,0.5802320837974548,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
39,0.0033657313615549356,0.5825330018997192,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
40,0.022508369428881753,0.5768307447433472,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
41,0.003808207363666346,0.5839335918426514,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
42,0.01830387032047535,0.5821328163146973,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
43,0.004823014450569947,0.581432580947876,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
44,0.002985119392784933,0.5811324119567871,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
45,0.00496238362393342,0.5793317556381226,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
46,0.0020929224362286427,0.581432580947876,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
47,0.001995662819050873,0.5815325975418091,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
48,0.0032017556562398872,0.5807322859764099,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
49,0.0053541614227773,0.5827330946922302,12,1,0,"(3, 32, 32)",10,0.01,0.98,5,50,5
