iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.8473596274852753,0.26733335852622986,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
1,1.3809788276751835,0.3189166784286499,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
2,0.8461448401212692,0.3798334002494812,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
3,0.6852462490399679,0.4189166724681854,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
4,0.5418975961705049,0.4160000681877136,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
5,0.42127229801068705,0.43008339405059814,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
6,0.2638607444241643,0.4585000276565552,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
7,0.48571624436105293,0.4176667332649231,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
8,0.29650805486987036,0.4360833764076233,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
9,0.12740062146137157,0.4890833795070648,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
10,0.09180656742925446,0.5013333559036255,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
11,0.10479853829989831,0.4786667227745056,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
12,0.21852832877387604,0.46241670846939087,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
13,0.12433932100733121,0.4837501049041748,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
14,0.34408237657044083,0.46241670846939087,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
15,0.17443649734680852,0.4650000035762787,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
16,0.15106135187670588,0.5007500648498535,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
17,0.11286933180720855,0.4933333992958069,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
18,0.09438319779777278,0.4930000305175781,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
19,0.03673846744156132,0.4996667504310608,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
20,0.10551682913986345,0.4905833601951599,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
21,0.188601471328487,0.46883338689804077,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
22,0.014125604531727731,0.5188332796096802,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
23,0.13701892469543964,0.49183332920074463,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
24,0.029864563199225813,0.5105000138282776,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
25,0.040897627535741776,0.4977499842643738,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
26,0.10013898516384263,0.49033331871032715,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
27,0.1889923185420533,0.47083330154418945,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
28,0.09521051874617115,0.48850005865097046,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
29,0.020005304327545066,0.4996667504310608,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
30,0.016091820327953126,0.49708330631256104,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
31,0.007015272771241143,0.5175000429153442,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
32,0.01338134472219584,0.5072500109672546,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
33,0.1486123579282624,0.4795833230018616,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
34,0.02914572142375012,0.5098333358764648,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
35,0.008512209237475568,0.512333333492279,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
36,0.09534734818347108,0.4948333501815796,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
37,0.007757468207273632,0.5205833911895752,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
38,0.03131978070208182,0.5108333826065063,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
39,0.017793570839179058,0.5109166502952576,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
40,0.013338288117665797,0.5100834369659424,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
41,0.006761944920678313,0.5156667232513428,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
42,0.08404647940187715,0.4935833811759949,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
43,0.05174066172912717,0.4980000853538513,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
44,0.0033052403984280923,0.5161666870117188,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
45,0.005633022490656003,0.5150001049041748,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
46,0.020450938017650817,0.5069167613983154,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
47,0.01225995507168894,0.5070834159851074,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
48,0.035267729156961046,0.4970000684261322,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
49,0.008069703093497083,0.5064166784286499,12,4,9,"(3, 32, 32)",10,0.01,0.98,5,50,5
