iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.7785228192806244,0.3085833787918091,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
1,1.4148570050795872,0.35433337092399597,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
2,0.885609266658624,0.42575007677078247,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
3,0.7874815165996552,0.41191670298576355,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
4,0.658852681517601,0.4280000627040863,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
5,0.8050550452123085,0.40791672468185425,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
6,0.4697455707937479,0.4471667408943176,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
7,0.3590835106248657,0.46916669607162476,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
8,0.1342196041562905,0.5091667175292969,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
9,0.17796006139057377,0.49024996161460876,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
10,0.2160339094698429,0.48475000262260437,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
11,0.20759038242977113,0.48875004053115845,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
12,0.13049151022763303,0.5140833854675293,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
13,0.2716381575834627,0.49666672945022583,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
14,0.1113760473866326,0.5126667022705078,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
15,0.10764518444193527,0.5230833292007446,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
16,0.1476517374976538,0.5175000429153442,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
17,0.07723954973819976,0.5159167051315308,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
18,0.019631584194333602,0.5377500653266907,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
19,0.07743860538660859,0.5240000486373901,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
20,0.08298439555801451,0.5195833444595337,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
21,0.0882635550709286,0.5198333859443665,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
22,0.12361815455369651,0.5230833888053894,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
23,0.07462457214326908,0.530250072479248,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
24,0.04965406134336566,0.5289166569709778,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
25,0.05967147714303186,0.5286666750907898,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
26,0.05044071110023651,0.528083324432373,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
27,0.054709294044490285,0.5237500667572021,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
28,0.004480843505007215,0.5470833778381348,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
29,0.04860232590484278,0.5394999980926514,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
30,0.03936606770245513,0.5384167432785034,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
31,0.02787411247845739,0.5406666994094849,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
32,0.11572798455987747,0.5323333740234375,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
33,0.023366523358466413,0.5447500348091125,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
34,0.0021437217122487104,0.5491666793823242,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
35,0.006753328033179666,0.5510833263397217,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
36,0.023237274076867227,0.534416675567627,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
37,0.010593476346305883,0.5442500114440918,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
38,0.0027463988177866363,0.5510000586509705,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
39,0.019603727817108545,0.5379167199134827,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
40,0.07417740805249196,0.5210000872612,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
41,0.027241206548448343,0.5324167609214783,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
42,0.006689649211087574,0.5395833849906921,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
43,0.05301321024793045,0.534000039100647,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
44,0.003940234775654972,0.5373333692550659,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
45,0.001526282707345672,0.54625004529953,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
46,0.021363626896345522,0.5478333830833435,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
47,0.01629250565019902,0.5529167056083679,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
48,0.03345089195742427,0.5519166588783264,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
49,0.007002910642768256,0.5562500953674316,12,3,7,"(3, 32, 32)",10,0.02,0.98,5,50,5
