iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.5957258145014446,0.3650459945201874,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
1,1.1165133665005367,0.41616642475128174,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
2,0.6793582936127981,0.4572829008102417,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
3,0.5057437308132648,0.4785914123058319,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
4,0.44416888306538266,0.4927970767021179,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
5,0.33534396936496097,0.49889954924583435,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
6,0.18202197349940738,0.5247098803520203,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
7,0.1276852807495743,0.5322128534317017,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
8,0.15819675490881005,0.5311124324798584,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
9,0.10009874473325908,0.5389155745506287,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
10,0.08031900878995657,0.5365146398544312,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
11,0.07884411816485226,0.5445177555084229,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
12,0.060061073182926826,0.5457183122634888,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
13,0.11070265060213084,0.547218918800354,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
14,0.08845693536568433,0.5488195419311523,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
15,0.07622519651583086,0.5489194989204407,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
16,0.06692774302791804,0.5545218586921692,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
17,0.04525643272791058,0.5591236352920532,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
18,0.027257561858277768,0.5583233833312988,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
19,0.056751338590402156,0.563225269317627,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
20,0.01318162091774866,0.5694277882575989,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
21,0.015291515543746451,0.5623249411582947,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
22,0.025210575986420736,0.5600240230560303,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
23,0.007662607706151903,0.5656262636184692,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
24,0.025983551701453205,0.5626250505447388,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
25,0.04521846730494872,0.5658263564109802,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
26,0.032386777912809826,0.5688275694847107,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
27,0.015529137453995645,0.569727897644043,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
28,0.008610492028916875,0.568427324295044,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
29,0.03091072629710349,0.5699279308319092,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
30,0.004992249984449397,0.577531099319458,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
31,0.0025552328200622774,0.5797318816184998,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
32,0.009294966327919004,0.5736294984817505,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
33,0.002407615553238429,0.5813325643539429,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
34,0.003017414807497213,0.5741297006607056,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
35,0.0028764048911398277,0.5792317390441895,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
36,0.00843503771951267,0.5797318816184998,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
37,0.0014433009006703894,0.5815326571464539,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
38,0.0011324263565863173,0.5805321931838989,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
39,0.001223598577780649,0.582332968711853,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
40,0.0011115516244899482,0.5736294984817505,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
41,0.027872388910812635,0.5720287561416626,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
42,0.0015082382160471752,0.5842337608337402,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
43,0.0013854530576888162,0.580832302570343,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
44,0.0009817127162629429,0.5848339796066284,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
45,0.010861742358732348,0.5769307613372803,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
46,0.010337612904550042,0.5786314606666565,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
47,0.0040125850816063275,0.5822328925132751,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
48,0.012943833188425439,0.5784313678741455,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
49,0.0064837569613397745,0.581932783126831,12,1,1,"(3, 32, 32)",10,0.02,0.98,5,50,5
