iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.5061156650384266,0.3384999930858612,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
1,1.1189553154011567,0.398125022649765,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
2,0.8919499992625788,0.4194999933242798,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
3,0.7612682851419473,0.42512497305870056,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
4,0.643913814080103,0.43466663360595703,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
5,0.5314692255342379,0.4417083263397217,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
6,0.4661106818045179,0.4422916769981384,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
7,0.3816551119283152,0.4477083683013916,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
8,0.34359854337526485,0.44758331775665283,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
9,0.28684241319812526,0.45195838809013367,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
10,0.2470611127500888,0.45379170775413513,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
11,0.21843110662302934,0.453041672706604,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
12,0.19103905770073956,0.45670831203460693,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
13,0.16751203518166827,0.45479172468185425,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
14,0.14251711142909093,0.45500004291534424,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
15,0.13233448052293775,0.45366668701171875,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
16,0.11178061247240596,0.45458337664604187,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
17,0.09616429734160192,0.4554583728313446,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
18,0.09572442644760788,0.4533333480358124,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
19,0.07617949620665361,0.45629167556762695,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
20,0.06491212094745909,0.45787501335144043,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
21,0.05805112484085839,0.4571666717529297,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
22,0.05211486274492927,0.4566666781902313,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
23,0.046868263738967166,0.45870837569236755,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
24,0.041889261524678055,0.4576667249202728,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
25,0.03778055635969698,0.4594583511352539,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
26,0.03408417300670408,0.4582917094230652,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
27,0.030934647851002712,0.45875006914138794,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
28,0.03513832360476954,0.45604169368743896,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
29,0.025724860577611253,0.4590000808238983,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.02,0.99,8,,30,10
