iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6681803713242214,0.28300005197525024,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
1,0.871850224173007,0.374416708946228,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
2,0.5496390998984376,0.3995833992958069,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
3,0.418124165647896,0.4035000205039978,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
4,0.298404014853683,0.4072500467300415,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
5,0.19875577570928726,0.41499996185302734,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
6,0.14362223219359294,0.41570836305618286,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
7,0.11444554519160495,0.41724997758865356,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
8,0.06329990542629578,0.423916757106781,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
9,0.045467729791804835,0.42354172468185425,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
10,0.03873438207665458,0.424291729927063,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
11,0.03304806753052011,0.42516669631004333,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
12,0.01927320131653687,0.4272500276565552,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
13,0.01488503110643554,0.42862507700920105,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
14,0.01620624626472515,0.42637503147125244,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
15,0.010203158661170164,0.42887505888938904,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
16,0.00818133719318818,0.42891669273376465,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
17,0.0067346385306639904,0.4295000731945038,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
18,0.0058830929338000715,0.42883333563804626,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
19,0.005064354810504786,0.4298333525657654,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
20,0.004512708738426833,0.4295417070388794,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
21,0.003984553437476279,0.42900002002716064,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
22,0.0034251981827158793,0.42995840311050415,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
23,0.003118176927576618,0.429958313703537,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
24,0.0028251776057004463,0.43004176020622253,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
25,0.002591652596796242,0.4309583604335785,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
26,0.0023893910705131325,0.4306250512599945,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
27,0.002235604708403116,0.4306667447090149,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
28,0.0020353211966721574,0.43029171228408813,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
29,0.0019039409441271953,0.4307917058467865,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.04,0.99,24,,30,10
